agency,date,title,status,purpose,period_covered,link
DBM,"March 20, 2022",NOSCA 2022,PENDING,Inquiry of Mr. Enrick Greg C. Castillo Deped Teacher about the status of his NOSCA from SG13 to SG18,11/22/2021 - 03/18/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERCTS02OTE4NTg2NjIxMDEM
BFAR,"March 20, 2022",Data on the number and location of fisheries and aquaculture areas surrounding Taal Lake,PENDING,Undergraduate Research,03/20/2012 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJGQVItMDc3NTAzNDA5ODE3DA
PRC,"March 20, 2022",Making Fake Documents,PENDING,"Mr. Alpon Custodio Revamonte a Teacher has making fake documents like Diploma, TOR and etc..",03/20/2021 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy00MTU4MDU1Mzc3NDMM
DepEd,"March 20, 2022",Making Fake Documents,PENDING,Mr. Alpon Custodio Revamonte a Teacher has making fake documents like Diploma and TOR.. etc,03/20/2021 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTkxMTQ0MzcyMTc1Nww
DOH,"March 20, 2022",Over Charging of Hospital Bills,PENDING,Please investigate the City Hospital of San Carlos City Negros Occidental to stop their wrong doing.,03/20/2021 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNzk3MDA2NzU2NzkM
PH,"March 20, 2022",Inquiry about lost/no record on portal,PENDING,To inquire about the no record found on philhealth portal upon registration of new member.,02/18/2022 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD1BILTYzMzgxNTc3NjE1Mww
BIR,"March 20, 2022",Basis of 203B estate tax liabilities of the marcoses,PENDING,To stop fake news from spreading,02/01/2022 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi04ODI3ODU0ODQxMDkM
NTC,"March 20, 2022",Track a phone using IMEI number,PENDING,"I need to find my phone for my online class, there are so many important files on it.",03/20/2022 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0yNDUyOTk3NTgxOTQM
CDA,"March 20, 2022","The number of cooperative members, employees, total asset turnover and total net surplus of Region 4",PENDING,For research purposes,01/01/2021 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENEQS05NTg1NjM2MzE1NzQM
PRC,"March 20, 2022",RECORD MISMATCHED,PENDING,TO BE ABLE TO PLOT AN E-OATH AND PROCEED WITH THE ACCREDITATION PROCESS,11/27/2017 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy05ODc5OTM4NzkwODMM
DOH,"March 20, 2022",Vaxcertph,PENDING,correction of spelling of middle name in Vaxcertph,03/18/2021 - 12/01/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00MjQwOTc2NDUzNDEM
PSA,"March 20, 2022",Correction Spelling of Ana Marie Panunciar Magalona,PENDING,for Driving License requirements,03/20/2022 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0wOTcwODkzNDI2MTYM
PSA,"March 20, 2022",Live Birth of Febe Jeanne Panunciar Magalona,PENDING,for school requirements,03/20/2022 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS03MjA0MTQyMzMxODcM
DOLE,"March 20, 2022",DOLE-AKAP CASH ASSISTANCE,PENDING,follow up... tagal npo ako d nka avail.. thank you,03/20/2012 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtMjU2ODMzNjMwMzkxDA
PSA,"March 20, 2022",List of NPA attacks,PENDING,to see the activity of NPA organization against the government and create a timeline,01/01/2010 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0wNTU0MTA3NjY1MzkM
DBM,"March 20, 2022",NBC 461 Cycle 8 Evaluation Guidelines,PENDING,Reclassification/Promotion Reference,07/01/2016 - 06/30/2019,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERCTS0zOTM3MjU4NTk5OTkM
CHED,"March 20, 2022",Basic info of Review Centers,PENDING,Research,01/01/2021 - 03/05/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtMTUxODc0NzIxNjA3DA
LTFRB,"March 20, 2022",Fare Matrix Guide in Marikina City,PENDING,For information,01/01/2022 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkxURlJCLTA4OTM0NDE5NjMwOQw
NTC,"March 20, 2022",Stolen phone,PENDING,Requesting to Track my phone using IMEI or block the phone,03/16/2022 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0yNDYxNDIyNTEyNzUM
BOI,"March 20, 2022",Intime Tax Refund Investment,PENDING,For verification of legitimacy,01/01/2022 - 03/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJPSS0xODU0NzY2MjI4MDIM
DOTr,"March 20, 2022","Scientific Data from DOTR to come up with ""No Vax, No Ride"" policy implementation last year",PENDING,Transparency,09/01/2021 - 12/30/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPVHItNzUzOTg5NTgzNjIxDA
DOLE,"March 20, 2022",Labor Advisory 1 series of 2010,PENDING,Research Purposes,01/01/2001 - 03/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtMzg3NzQ2ODkzMjE2DA
DOH,"March 20, 2022",Lost of vaccine card,PENDING,Request for vaccine card,03/20/2022 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNDg2ODg1ODA0MDAM
DOH,"March 20, 2022",VAXCERT.,PENDING,gagamitin ko po papunta abroad,03/20/2022 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05Mjc4NTM5MDIzMTIM
RTU,"March 20, 2022",Total population of currently enrolled in RTU 2021-2022,PENDING,Thesis proposal,03/20/2022 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFJUVS01NTAxMjgyNzk2NTAM
DOH,"March 20, 2022",Vaccination Card First name wrong spelling,PENDING,International Flight,03/14/2022 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xODQwMjI5Njg1NDkM
SSS,"March 20, 2022",DISBURSEMENT TRU THE BANK - G,PENDING,LOAN AMOUNT IS STILL NOT NOT CREDITED IN MY DISBURSEMENT BANK Tracking No. CLMW2742022031060391,03/11/2022 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy03NTMwMjI0NDkxMTQM
DOLE,"March 20, 2022",Dole akap,PENDING,Cash assistance,10/16/2021 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtMTk2MTUzOTA4Mjg1DA
BFAR,"March 20, 2022",Registered fisherfolks Iloilo Province,PENDING,Research,03/10/2022 - 03/10/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJGQVItMjM5MzI1MjQ4MTIyDA
DOH,"March 20, 2022",Data on Adverse Effects of COVID19 on Vaccinated Individuals,PENDING,Research,05/20/2021 - 03/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC04NzIzNjQ0MDUxMjUM
DOF,"March 20, 2022",Claiming of Philippine Prudential Life Insurance Refund,PENDING,To claim my refund.,06/14/2013 - 02/01/2018,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPRi0zNzg4NTgyMTk1NzgM
DOH,"March 20, 2022",Name correction for my vaccination card,PENDING,First Name correction for my vaccination card,08/09/2021 - 09/06/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC04NjUzMTEwOTY5MjIM
