agency,date,title,status,purpose,period_covered,link
PNP,"July 31, 2022",Requesting for Age Waiver for PNp,PENDING,Application for Patrolman,07/31/2022 - 07/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0yMjUyOTYwMDA0NDYM
DOH,"July 31, 2022",Booster Certificate,PENDING,Job Purposes,07/31/2022 - 07/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01ODM4OTE2NzIxMjQM
DepEd,"July 31, 2022",Form 137,PENDING,Requirements for eteeap,07/02/2003 - 03/29/2007,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTI0MzcxMTU4MzQyMww
PCSO,"July 31, 2022",Hospital Bills Assitance,ACCEPTED,To help pay the hospital bills and maintenance of my father.,07/28/2022 - 07/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tMjgyODQ5Mjg0OTg3DA
UsaP,"July 31, 2022",Form 137,PENDING,College requirements,06/02/2003 - 03/29/2007,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtMzc1OTU0MTg0ODkwDA
PRC,"July 31, 2022",LERIS Online Record Middle Name Change,PENDING,For PRC ID Card Renewal.,07/11/2022 - 07/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy03NzY5MDQxMjA3MjgM
DOH,"July 31, 2022",Requirements for opening an online mental health platform/business,PENDING,Feasibility study,07/31/2022 - 07/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC04NTI1NDE0MzgxNzQM
NTC,"July 31, 2022",BLock IMEI: 862251048930461,PENDING,BLock IMEI: 862251048930461,07/28/2022 - 07/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0xMTk5Njc0MTg4OTUM
TESDA,"July 31, 2022",Transcript of Record,PENDING,For employment purposes,06/01/1994 - 06/01/1995,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiElRFU0RBLTQzNzg2MTcwNzQ0Mww
SSS,"July 31, 2022",Reset Account,PENDING,Reset my SSS ACCOUNT,03/22/2017 - 09/30/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy0yMTA3NDg5Mzc4MjQM
CFO,"July 31, 2022","Statistics of the total population of OFWs from Binan, Laguna",PENDING,Research in fulfillment in an academic requirement,01/01/2012 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENGTy0zMDA0MjU5OTU1NDgM
DOH,"July 31, 2022",Booster Certificate Request,PENDING,To update my Vaccination Card Abroad,07/31/2022 - 07/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02NjA4MDE0NDY1MzcM
DOH,"July 31, 2022",Vaccine Certificate Correction,PENDING,Vaccine Certificate Correction,10/07/2021 - 03/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03MjYxMTA5NzI3MDIM
