agency,date,title,status,purpose,period_covered,link
NTC,"January 01, 2023",Lost Phone,PENDING,to block sim cards and phone,12/31/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0yMjg5NzQwODE2ODUM
DepEd,"January 01, 2023",High School Diploma and Form 137,PENDING,Canadian Student Visa Application,06/01/2000 - 04/01/2004,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTk0NTYzNTEyMjExNww
DepEd,"December 31, 2022",Transcript Of Record,PENDING,For Working Abroad,12/31/2008 - 03/26/2010,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTM5MTc1MzEwMTIzOAw
DPWH,"December 31, 2022","Latest Construction Materials Price Data, Standard Labor Rates, and Equipment Rental Rates",PENDING,Undergraduate Thesis,01/01/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNTY4NDM4NTY1Mjk2DA
DOT,"December 31, 2022","Tourism Data of Victoria, Oriental Mindoro from 2015 to 2022.",PENDING,Undergraduate Thesis,01/01/2015 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPVC0yNDA5MzI2MjIxMzMM
CHED,"December 31, 2022",TRANSCRIPT OF RECORDS,PENDING,Application overseas,06/05/1995 - 06/05/1998,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNTI2MDEzMzkzODUzDA
DepEd,"December 31, 2022",High school diploma,PENDING,For application overseas,06/01/1992 - 03/05/1993,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTAyNTExNTE3OTQ1OAw
NBI,"December 31, 2022",Refund from Scammer Iphone Store (imate store ph) on Fb page,PENDING,To jailed all responsible persons,11/26/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS05NDUxNDAwNDE3ODIM
CHED,"December 31, 2022",CHED COE and COD for Business Administration Program,PENDING,School selection purposes for continuous education.,12/31/2020 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNDQ5OTgwNjA5MDUxDA
NTC,"December 31, 2022",BLOCK REALME C35,PENDING,Para po hindi magamit o maiopen ng mga kumuha kasi maay mga pribado at importanteng impormasyon.,09/18/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy03MzQ4MTExMDg2NDkM
DOH,"December 31, 2022",Vaccine card,PENDING,Requirements abroad,01/21/2021 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03Mjk4MjI2NDk0MzIM
PSA,"December 31, 2022",National ID,PENDING,Change of delivery address for my National ID,12/31/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS05NDc4Nzc0NzUzNjUM
PRC,"December 31, 2022",Examination Appointment,PENDING,Inquiry,12/30/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy0xMTg0NTM3NDU2OTgM
BIR,"December 31, 2022",Municipal/City Revenue Collection in the Philippines,PENDING,Undergraduate Thesis,01/01/2019 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0xNzk1MjgwNjgxNjMM
BFAR,"December 31, 2022",Staffing Requirements for BFAR,PENDING,Architectural Thesis,12/30/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJGQVItMTQzMzc3NDMyNDM5DA
DA,"December 31, 2022",Staffing Requirements for DA-NFRDI,PENDING,Architectural Thesis,12/30/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0RBLTExOTcxMjQ5OTQ3OQw
