agency,date,title,status,purpose,period_covered,link
BIR,"August 14, 2022",Career Opportunities,PENDING,Work Prospective,08/14/2022 - 08/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0xMjA0NzA1MDQ1NTIM
BTr,"August 14, 2022",Career Opportunities,PENDING,Work Prospective,08/14/2022 - 08/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJUci00OTE5Mjk2ODQ2NjkM
DENR,"August 14, 2022","Location and coordinates of BLBM #2, Bgy. Bacungan, Puerto Princesa City",PENDING,Research and study,08/14/2022 - 08/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItMjQ4OTgxMzUzODAwDA
LTO,"August 14, 2022",Career Opportunities,PENDING,Work Prospective,08/14/2022 - 08/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy0yNDg4MTUzNTY3NzMM
DILG,"August 14, 2022",Career Opportunities,PENDING,Work Prospective,08/14/2022 - 08/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJTEctODMwMjQ3Mjk4NTI4DA
PNP,"August 14, 2022","Number of reported heinous crime in Santa Maria, Isabela",PENDING,Reference,01/01/2022 - 08/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0zOTUzODY4NTE4NzIM
PNP,"August 14, 2022",Requirements to avail Oplan Visa sticker,PENDING,For motorcycle.,01/01/2022 - 08/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC04NzE3MTU2ODc3ODIM
DICT,"August 14, 2022",Career Opportunities,PENDING,Work Prospective,08/14/2022 - 08/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJQ1QtNDI1MDU4OTg1ODg2DA
AFP,"August 14, 2022",ROTC program for active duty reserve.,PENDING,"Additional info, as my reserve command wanted me to undergo BCMT.",08/14/2022 - 08/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEFGUC05MTM0MjEwNjI0MjcM
DOH,"August 14, 2022",NO RECORD FOUND ON VAXCERT,PENDING,TRAVEL ABROAD,08/14/2022 - 08/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05ODgxOTE0OTc0NTcM
NAMRIA,"August 14, 2022",Request for IfSAR data,PENDING,Research and Development,01/01/2012 - 08/11/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyJAsSB0NvbnRlbnQiF0RFTlJOQU1SSUEtMDQyNDc0Mzc0NjcyDA
NBI,"August 14, 2022","Harrasment of OLA, Accessing my phone contacts",PENDING,Awareness,08/01/2022 - 08/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0zMDM2OTgzODAyMjQM
CHED,"August 14, 2022",CAV of Transcript of Record,PENDING,For Deped Promotion Application,06/01/2005 - 10/30/2010,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNDU4NjUzMDAxMTY4DA
PSA,"August 14, 2022",Key Performance Indicators for Camarines Sur 2021,PENDING,Research and development in policy making for LGUs,08/14/2022 - 08/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0xMzYyMDk3Mzk2NDkM
