agency,date,title,status,purpose,period_covered,link
DOH,"April 04, 2023",Number of Mental Health Cases in Pasig City,PENDING,Analytics Research,01/01/2018 - 12/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02ODQzMDMzNjA5MDgM
DILG,"April 04, 2023",Philippine LGU's Lowest to Highest Net Income year 2023,PENDING,SCHOOL,03/01/2023 - 04/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJTEctODQ4MzkxMjI5NDY3DA
DSWD,"April 04, 2023",Solo Parent Housing Program,PENDING,To be knowledgeable with Solo Parent Benefits,03/30/2023 - 03/30/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNDMzNDk3MTc0NzkyDA
LTO,"April 04, 2023",REGISTERED EV AND EV CARS IN THR PHILIPPINES,PENDING,Research and Development,01/01/2020 - 04/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy0yNDEyMDgyMzcwNTAM
DOJ,"April 04, 2023",Request to check if there is a pending case under my name,PENDING,To check if there any pending case under my name,06/01/2022 - 04/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSi0zODc2MTcwNzg1MTcM
OWWA,"April 04, 2023",owwa assistance,PENDING,for assistance,09/20/2022 - 04/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU9XV0EtNzIyODQxMTI1NTk3DA
NTC,"April 04, 2023",stolen phone,PENDING,please blocked PHONE using imei,03/04/2023 - 04/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0xNDc2MDcyNjA0NjUM
UPD,"April 04, 2023",Document to prove publication of the BI Dress Code,PENDING,personal,01/01/2013 - 12/30/2013,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFVQRC0xODgwODA2OTIxMzEM
UPD,"April 04, 2023",Document to prove filing BI Dress Code policy with University of the Philippines Law Center,PENDING,personal,01/01/2013 - 04/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFVQRC05MDMwODY4MDg0MjUM
LRA,"April 04, 2023",copy of title of land certificate,SUCCESSFUL,To verify the name of the ownership or title of the land and the exact amount of land registered.,11/04/1995 - 03/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExSQS0zODc2MTIyNjgzNTUM
