agency,date,title,status,purpose,period_covered,link
NIA,"November 07, 2022",SAMPLE OF INDICATIVE MANAGEMENT PLAN,PENDING,Reference for FLag Application of our project,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5JQS0yNTAyMjg5MTExNTkM
HDMF,"November 07, 2022",Ledger,PENDING,Availing of Company Housing Subsidy,04/01/2022 - 10/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUhETUYtMTc2MTQyOTk1ODIyDA
UsaP,"November 07, 2022",Water and Solid Waste Treatment Practices in Pasig,PENDING,Research,01/01/2015 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtNjQ2Njk4Njc5NjY3DA
DOLE,"November 07, 2022",SMALL BUSINESS WAGE SUBSIDY (SBWS) PROGRAM,PENDING,Research and Development,01/01/1990 - 12/12/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtMTAzNjA0NTkwNTkwDA
UsaP,"November 07, 2022",Pasig City Solid and Water Waste Management Program/ Plans,PENDING,Research,01/01/2015 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtMTQzNjA5Nzc3NDI5DA
IC,"November 07, 2022",Claim to Philippine Prudential Life Insurance Corp.,PENDING,Insurance claim,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0lDLTEyMDE2NjYxMTM4Ngw
DepEd,"November 07, 2022",The number of Senior Highschool STEM-Science track graduates from Las Pinas City,ACCEPTED,Architectural Thesis Writing,11/03/2022 - 11/03/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTE2NzM5NjM4ODc0OAw
UsaP,"November 07, 2022",Comprehensive Development Plan of Pasig City,PENDING,Research and Development,01/01/2018 - 10/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtNDE0NjgxNzYzMTcyDA
PCAARRD,"November 07, 2022",The number of population of People that are Vegetarian in Metro Manila in the year 2016-2021,PENDING,RESEARCH AND DEVELOPMENT,11/02/2016 - 11/03/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFFBDQUFSUkQtNjE4NDc4MTE2NDUxDA
DENR,"November 07, 2022",Data on Designing Research Institute,PENDING,Architectural Capstone Thesis,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItNzkxMjQ3MzU3NDY0DA
NBI,"November 07, 2022",paragon-dept,PENDING,nascam po aq ng paragon-dept,11/06/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS05MjQwNDg1ODU5NzUM
PAGASA,"November 07, 2022",lead and cadmium levels in the wells of Marinduque,PENDING,Research,11/05/1986 - 11/05/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS0xOTcxNTEzOTg1MzIM
NBI,"November 07, 2022",Paragon-dept,PENDING,To let people know that this is a scam,11/04/2022 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS05MjQzNjExOTk2MDcM
DOH,"November 07, 2022",Wrong birthdate in my vaccination card,SUCCESSFUL,To prevent problems in the future in my identity or personal information regarding to vaccination,10/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00NDg0NTIzODA4NDYM
LEGAZPI,"November 07, 2022","CLUP, Zoning Maps, Local Laws and Ordinances, Ecological Profile, and Dev't Plan of Legazpi City",PENDING,Academic Purpose - Architectural Research,01/01/2018 - 11/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFExFR0FaUEktMTM3ODkzMjIwNzcwDA
DOST,"November 07, 2022",Data on Designing Research Institute,REFERRED,Architectural Capstone Thesis,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPU1QtNzkxNjgwMjY2MDM4DA
DENR,"November 07, 2022",Data on Designing Environmental Research Institute,PENDING,Architectural Capstone Research,10/01/2022 - 10/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItMjUyNzQ4MjczNjk3DA
NBI,"November 07, 2022",ONLINE SCAM,PENDING,Personal,11/06/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS01OTAxOTMxMjIyNjcM
PSA,"November 07, 2022",Population PER AGE (NOT AGE GROUP) in Davao City based on the 2020 Census,PENDING,Simulation of Costs of Konsulta Investments,01/01/2020 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS05NTEzNDY4OTY3OTUM
NAMRIA,"November 07, 2022","Climate Disaster Risk Assessment of San Juan Batangas, Barangay Laiya Aplaya",PENDING,Architectural Thesis,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyJAsSB0NvbnRlbnQiF0RFTlJOQU1SSUEtOTQ2NDcyNzQ4MzA2DA
PNP,"November 07, 2022",CICL REGION 3,PENDING,Architectural Thesis,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC00NjkxODIwNDA5MDAM
JJWC,"November 07, 2022",CICL REGION 3,PENDING,Architectural Thesis,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtNDk5ODA2ODgwNjI0DA
PNP,"November 07, 2022",CICL CALABARZON,PENDING,Architectural Thesis,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0wNTM2MDk1NDY5NjcM
JJWC,"November 07, 2022",CICL CALABARZON,PENDING,Thesis Research,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtMjYwMTI4MTQ0NDYwDA
PSA,"November 07, 2022",REQUEST FOR STROKE DATA,PENDING,RESEARCH PURPOSES,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS00NzkwMTQ5MDc2NTIM
DOH,"November 07, 2022",REQUEST FOR STROKE DATA,PENDING,RESEARCH PURPOSES,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00ODc0NTAzNTM2NTAM
DSWD,"November 07, 2022",4Ps Beneficiaries and Budget from 2007 to 2022,ACCEPTED,Research purposes,01/01/2007 - 11/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNDE3NzgyNjQzMTQ4DA
DOLE,"November 07, 2022",Thesis,PENDING,Research,10/28/2021 - 10/28/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtNjgxNDE1MjU4NzA0DA
PCSO,"November 07, 2022",Financial assistance for my husband to have complete medications for lungs,PENDING,Financial Help for complete medication for my husband his work is affecting because of his condition,10/20/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tMzA5OTkyNDIyNjgxDA
NTC,"November 07, 2022",Lost Device (Techno Pova 2),PENDING,Request to Retrieve or Block stolen device.,10/20/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0yMjU2NDU4OTE2ODEM
LRA,"November 07, 2022",Coordinates for BLLM,PENDING,Feasibilty Study for the Proposed Solar Plant in the area,11/07/2021 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExSQS05Nzk3ODk4Mjk4NTAM
SEI,"November 07, 2022",Robotics,PENDING,Architectural Thesis,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFSS03MDQzNzk2OTMxNTIM
BULSU,"November 07, 2022",BS Mechatronics Engineering,PENDING,Architectural Thesis,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkJVTFNVLTcyMjk1ODA0MjUwNww
MMDA,"November 07, 2022",Latest Pasig River Ferry Service Ridership Statistics and Records of the 12 Pasig River Stations,PENDING,Civil Engineering Thesis,01/01/2015 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtMDQzNTAxNjAwNDY5DA
BatSU,"November 07, 2022",BS Mechatronics Engineering,PENDING,Architectural Thesis,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkJBVFNVLTA5NDkxMTQ0NDk2MQw
DepEd,"November 07, 2022",Robotics,ACCEPTED,Architectural Thesis,11/07/2022 - 11/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTU2NzA2NzQxMzU5Ngw
DOTr,"November 06, 2022",Latest Pasig River Ferry Service Ridership Statistics and Records of the 12 Pasig River Ferry Statio,PENDING,Engineering Thesis,01/01/2012 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPVHItMjY4OTgwODM3NDAwDA
HDMF,"November 06, 2022",PRE-EMPLOYMENT REQUIREMENTS,PENDING,PRE-EMPLOYMENT PURPOSES,10/01/2022 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUhETUYtNDQxNzc2ODgxNjE5DA
CNU,"November 06, 2022",Financial Ratio of Cebu Normal university,PENDING,For research,01/01/2020 - 01/01/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENOVS0xMjUyMTI0NTgxMDEM
NTC,"November 06, 2022",Block IMEI of lost phone,PENDING,BLOCK IMEI from stolen phone,10/31/2022 - 11/03/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy04NjE3NTMwNjkzNjcM
NTC,"November 06, 2022",Stolen phone,PENDING,Tracking ang blocking my device,11/05/2022 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy02NzY0ODE1NDg0NjQM
LMB,"November 06, 2022","List of BLLMS, BLBM, and BBM of Jose Panganiban Paracale in Camarines Norte",PENDING,Reasearch,11/06/1992 - 11/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItNTY3MDYyOTU5NzM5DA
NTC,"November 06, 2022",Stolen phone,PENDING,Blocking and tracking my device,11/05/2022 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy05OTAwMDczNjIxNzgM
CHED,"November 06, 2022",Arts and Design Track,ACCEPTED,School Research,11/06/2017 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNzA4ODU1NzM2MTYzDA
SSS,"November 06, 2022","Forgot SSS online account (User Id, password and Email)",PENDING,SSS online account activation,10/08/2018 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy04MjA1OTM5OTQwNjMM
DOH,"November 06, 2022",2nd dose not found,SUCCESSFUL,vaccine 2nd dose not found,10/11/2021 - 11/03/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNjg4MzEyNDAzNjYM
NTC,"November 06, 2022",Smartphone market share,PENDING,Academe purposes,11/06/2020 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy01MDM3Mzg4ODQxNDgM
PNP,"November 06, 2022",Recorded crimes during pandemic,PENDING,Research,03/11/2019 - 04/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0yMjU1ODkyODExMzYM
BOC,"November 06, 2022",The number of Imported smartphones into the Philippines,PENDING,Research is intended for Academic purposes,11/06/2020 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJPQy04MjIxMzc4MzAyNzEM
NTC,"November 06, 2022",Updates list of VAS Provider as of September 2022,PENDING,Research and Development,08/04/2022 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy00NjIyNTI2NzE2MjQM
PCSO,"November 06, 2022",IRR on Granting Monetary Assistance to Indigent Citizens,PENDING,Research Purposes,06/01/2022 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tMzcxNDg2NTYxNTc0DA
IC,"November 06, 2022",Requesting for IC Exam Result for July 2019,PENDING,References,07/01/2019 - 08/01/2019,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0lDLTU0ODk4MTc2MjQ4NAw
BAR,"November 06, 2022","Laws, Guidelines and standard space requirements for Research development facility",PENDING,Research for my Architectural Thesis,11/06/2022 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJBUi04ODQyNDA1ODA0NzcM
DOH,"November 06, 2022",The number of reported cases of mental health disorders in Butuan City,PENDING,Thesis writing,01/01/2019 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02NDA1MTcyODIxNjAM
POPCOM,"November 06, 2022",POPCOM annual reports for years 2017 and 2021,PENDING,Research and development,01/01/2017 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BPUENPTS0xMTQ4NDg3MDMwOTYM
UsaP,"November 06, 2022",The number of gen y (millennial) and gen z of Pasig City Government,PENDING,Undergraduate Research,01/01/2021 - 10/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtODUwNTAyNDIxMzA2DA
NNC,"November 06, 2022",National Nutrition Council Annual Report 2017 to 2021,PENDING,Research and Development,01/01/2017 - 11/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5OQy05ODA2MTgwNjM2NjkM
LMB,"November 06, 2022",REQUEST for CLUP(Comprehensive Land Use Plan)/CDP(Comprehensive Development Plan),PENDING,Research paper and Thesis proposal for Planning I and Design VII Architectural Subjects.,10/01/2020 - 10/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItNzg5MjU0NTU5Mzg5DA
PSA,"November 06, 2022",ResearchThe number of Single Mother in Palawan,PENDING,Research,07/07/2016 - 07/10/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS02MjU4ODI0Mjg5NDIM
SEC,"November 06, 2022",List of On-going or Pending SEC Secondary License Application,ACCEPTED,Verification of SEC Secondary License Application,09/01/2022 - 11/02/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy0xNDc3NjM1Njk4OTQM
