agency,date,title,status,purpose,period_covered,link
DSWD,"April 07, 2023",List of Youth Center for CICL and CAR,PENDING,Thesis,04/07/2023 - 04/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtODc1NTI3NzkwMjIyDA
JJWC,"April 07, 2023","CICL categories by undergoing COMMUNITY-BASED INTERVENTION, DIVERSION PROGRAM and AFTER CA",PENDING,Thesis,01/01/2020 - 12/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtNDg3NTc3MDQ4Nzg4DA
PLGUB,"April 07, 2023","LGU-BENGUET'S GAD FOCAL POINT SYSTEM/COMMITTEE; AND, GAD PLAN FOR THE LAST THREE YEARS",PENDING,Research,01/01/2020 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiElBMR1VCLTMyMzEzNDk3NDY0OQw
DOH,"April 07, 2023",Request To Change My Surname in Vacc cert,PENDING,Employment Abroad,06/08/2021 - 05/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yNDAyNzM0Nzk4NTcM
NTC,"April 07, 2023",BLOCKED STOLEN PHONE,PENDING,To blocked stolen phone,03/01/2023 - 04/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy05MDU1MTM1OTQxODcM
SEC,"April 07, 2023",High interest,PENDING,For fair interest with the borrowers,04/05/2023 - 04/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy01MDA5NzgxMzA4NjkM
PNP,"April 07, 2023",margareth rillo convicted permanently banned real-time blacklist in PH companies for sexual assault,PENDING,PNP Blotter Report for suspect margareth rillo employment banned permanent death in PH.,01/01/2018 - 04/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC03MzExNzY0MDAxNzgM
PNP,"April 07, 2023",margareth rillo convicted as serial killer real-time blacklisted 42 age at San Juan Manila.,PENDING,PNP Blotter Report for suspect margareth rillo employment banned permanent death in PH.,01/01/2018 - 04/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0xNDE1NDg3NzAxNTkM
PNP,"April 07, 2023",margareth rillo real-time blacklisted under luisa beltran and girlie javier account 77GlobalPH-ADB.,PENDING,PNP Blotter Report for suspect margareth rillo employment banned permanent death in PH.,01/01/2018 - 04/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC02MzI0NjMzMTIxMDYM
PNP,"April 07, 2023",554 rejecting banned content margareth rillo real-time blacklisted employment banned in 77GlobalPH,PENDING,PNP Blotter Report for suspect margareth rillo employment banned permanent death in PH.,01/01/2018 - 04/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC04NDI4NjY0MDEwOTYM
PNP,"April 07, 2023",margareth rillo convicted permanently banned real-time blacklist in PH companies for sextortion,PENDING,PNP Blotter Report for suspect margareth rillo employment banned permanent death in PH.,01/01/2018 - 04/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0xNTQ5Mzk4MjcwNTIM
PNP,"April 07, 2023",suspected serial killer margareth rillo in San Juan Manila real-time ban 77GlobalPH 6329157747,PENDING,PNP Blotter Report for suspect margareth rillo employment banned permanent death in PH.,01/01/2018 - 04/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC01OTM5NDM3OTIxNDEM
ZCSEZA,"April 07, 2023",Lost vaccine card,PENDING,Lost vaccine card,12/02/2021 - 01/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1pDU0VaQS04Nzk0MzI5NjE2ODYM
DSWD,"April 07, 2023",Travel Clearance for Minors Traveling Abroad,PENDING,For tourism and pleasure,04/07/2023 - 04/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtODgxODI1NTU4NDExDA
PSA,"April 07, 2023",Demographics of Philippines Metal/Mining Industry,PENDING,Research/Thesis,01/01/2017 - 04/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS03OTU5MTg5MTY5NjEM
