agency,date,title,status,purpose,period_covered,link
PUP,"March 13, 2022",CWTS 1 and 2 SERIAL NUMBER,PENDING,The University of Manila (my current school) requested for my cwts serial number for creditation,06/02/2003 - 04/02/2004,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBVUC00ODE2MTcyOTI0MzAM
SSS,"March 13, 2022",Calamity Loan Not Yet Credited On AT.,PENDING,Housd renovation,02/04/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy05MzQzMTUwOTg1NTAM
SSS,"March 13, 2022",SSS Change/updating of online contact information,PENDING,SSS Change/updating of online contact information for filing of maternity notification and benefits,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy0wMTQzODIyMzExNjYM
SSS,"March 13, 2022",Follow-up approval of disbursement account for sss salary loan,PENDING,House utilities,03/02/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy02MTAwODYyODYxMTAM
SSS,"March 13, 2022","Update of my approve March 5, 2022 salary loan.",PENDING,Follow up.,03/05/2022 - 03/11/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy05MzM0Mzk1NTk5ODMM
NBI,"March 13, 2022",Unidentified Scammer,PENDING,Mahuli at makulong at ibalik ang mga ninakaw na pera sa daan daang taong naloko niya,02/26/2022 - 02/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS02ODkzNjYyMjM0MDQM
PCSO,"March 13, 2022",Death Financial Assistance,ACCEPTED,Financial Assistance due to death,02/28/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tNzQwOTkxNzAwMzY2DA
KWF,"March 13, 2022",receipts of copyrights sold for digital copies,PENDING,demand receipt/s to furnish digital licensed for commercialize valuation,11/03/2021 - 02/18/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEtXRi04MDE2MjE2MTAwNzIM
LTO,"March 13, 2022",Motorcycle registration,PENDING,To verify my motorcycle registration,01/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy00MDEzNjU2NzI0MTQM
PSA,"March 13, 2022",Lucena City's Total Population,PENDING,Feasibility Study,05/31/2015 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS04NjkyMTE3MTAwMzQM
DOH,"March 13, 2022",Retention of Records for Clinical Laboratory,PENDING,Development of records keeping,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03NTU2OTg4OTc2MjMM
NBI,"March 13, 2022",Tracking of certain Facebook Accounts and Contact Numbers,PENDING,Evidence purposes,02/28/2022 - 03/10/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0wNjQzNTM4ODgwMjcM
DOH,"March 13, 2022","Number of diarrhea, helminthiasis, typhoid & paratyphoid, cholera, hepatitis A cases in the PH",PENDING,Final project for a subject in Master's degree,01/01/2008 - 01/01/2018,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC04MTE1NTU4OTgwOTcM
LMB,"March 13, 2022","Geographic coordinates of BBM 64, Cad-251, Unisan Cadastre",PENDING,"R&D, mapping, due diligence, verification for possible property purchase",03/12/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItNTc5NTQxNjI4MDE4DA
DOH,"March 13, 2022",Vaccine certificate,PENDING,Change of Middle name,08/23/2021 - 09/20/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xMDg4MjkxMzY5MDIM
DILG,"March 13, 2022","List of barangay, Barangay Codes",PENDING,Thesis,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJTEctMDA1Njk1NzU5ODgxDA
PSA,"March 13, 2022","Previous and Present Population in Lucena City, Quezon",PENDING,Feasibility Study,01/01/2017 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS03MTgwMjI3Mjc5MjcM
DOH,"March 13, 2022",Vaccine certificate,PENDING,Change my middle name to MONTALES,08/23/2021 - 09/20/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xMTQ1NTkxMzEwMzcM
PNP,"March 13, 2022","Road Accidents Data along Elliptical Road, Quezon City",PENDING,Undergraduate Research,01/01/2016 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC01MTU2Nzc5MjkyNDcM
DOH,"March 13, 2022",Vaxcert uncorrected name,PENDING,Ma fix Ang mga mali sa pangalan,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yMjY3NzAyMDM0MDcM
CIC,"March 13, 2022",Unfair Debt Collectors,PENDING,I want to stop and shutdown the apps. Kuya loan apps they continue harrasing on me and threats me,03/11/2022 - 03/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENJQy0xNDI5NzM1NTMzNDQM
DOLE,"March 13, 2022",Request for Certificate of Involuntary Separation for SSS,PENDING,Request for Certificate of Involuntary Separation for SSS,02/15/2022 - 02/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtMzg4ODg0MTI2OTcyDA
DepEd,"March 13, 2022",LRN Number for my Son,PENDING,Requirement for School Forms,06/01/2016 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTc0NDA3MDc4MTAzMAw
DOH,"March 13, 2022",Type and most common sports related injury in the Philippines,PENDING,Research and development,03/13/2017 - 03/13/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02NzQyMjIwNjk0MTEM
CHED,"March 13, 2022",Transcript of record,PENDING,Request to get transcript of record - Philippines Science and Technology Center-Recto,06/01/2000 - 05/14/2002,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtMTU3MjE5NzExNTk1DA
DSWD,"March 13, 2022",Solo parent ID Renewal,PENDING,Certification or Letter of request,07/01/2021 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNzMzMjAyODUyNDQyDA
SSS,"March 13, 2022",SSS CALAMITY LOAN STATUS,PENDING,Financial and Medical purposes,03/08/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy0yNDM2NjI0MDQxNjIM
DTI,"March 13, 2022",List of Registered SMEs in the City of Lipa,PENDING,MA Thesis,01/01/2022 - 01/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS0zMzM4MjA4NTIyMjYM
NTC,"March 13, 2022",Report a Scammer,PENDING,Locate the scammer and retrieve my money,03/12/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy00Mzg2MDQ4NzIzNjAM
DepEd,"March 13, 2022",Learner's Reference Number,PENDING,College Admission Requirement,06/01/2013 - 06/01/2014,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTEyNjk4ODA3NDEyNww
PCGG,"March 13, 2022",Marcos,PENDING,Fact Checking,03/13/1945 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDR0ctOTkxMjY3OTk4NzI5DA
DOH,"March 13, 2022",Vaxcertph,PENDING,Incorrect first name in Vaxcertph record,03/10/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yMjk2Nzc4NTU3OTUM
OVP,"March 13, 2022",SALN OF VICE PRESIDENT,PENDING,Transparency,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC04OTE5MTQ2OTM3NTIM
DOH,"March 13, 2022",follow up vaccination certificate name Chaelvien,PENDING,Vaxcert Barcode,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNzkyNDMxNTUzNDcM
MMDA,"March 13, 2022",Available CCTV Footages on Bicutan Interchange,PENDING,Research and Development Classified Traffic Volume Count,01/13/2019 - 03/13/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtNjkwNzE0OTExNzY1DA
DENR,"March 13, 2022",Approved Subdivision Survey Plan and Lot Description of Lots 2293 and 2222 @ Limbon Sariaya Quezon,PENDING,Validation,02/25/2021 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItNzk1MDgyMDM1MzI5DA
NBI,"March 13, 2022",Scammer Alert: world of pefas,PENDING,Request to trace this person so I can have my money back,01/10/2022 - 02/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0xMTQwOTIyOTg3ODcM
SSS,"March 13, 2022",Calamity loan was approved but not credited to my security bank account,PENDING,Gusto ko lang malaman kung bakit walang laman ang atm ko pero approved na ang loan ko.,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy0xMjY1MDE0Mjk2MzkM
PAGASA,"March 13, 2022",Rainfall Data of all synoptic stations in Bicol Region,PENDING,Data analysis for Undergraduate Thesis,01/01/2010 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS03NDE1NjAxMTIwNTIM
PAGASA,"March 13, 2022",Daily Precipitation Data of Bicol Station (2010-2020),PENDING,Undergraduate Thesis Tropical Cyclone and Rainfall related study,01/01/2010 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS0zMDgyNjAxMDgwODgM
DOH,"March 13, 2022",Lost of Vaccination Card,PENDING,Get a new Vaccination Card,01/03/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xMDM4MzU3ODgxNzAM
OWWA,"March 13, 2022",Number of OFWs in Poland per year in the last 10 years,PENDING,Research,01/01/2010 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU9XV0EtMjQ1MzIwMTIyOTQ5DA
SSS,"March 13, 2022",sss loan disbursement,PENDING,loan info,03/10/2022 - 03/10/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy02Nzc1NTUxMzYyNTMM
DOH,"March 13, 2022",Vaxcert,PENDING,For Deployment abroad,11/13/2021 - 12/11/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05MjU2ODI1NTQ4NTkM
NBI,"March 13, 2022",Like share youtube online investment scam,PENDING,Upang Mahuli ang Mga tao ng pakalat at ng scam samin.at hindi na sila makapag biktima pa ng iba,02/02/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS01MDUwNDU4NzYxNzcM
DSWD,"March 13, 2022",Financial Assistance after got scammed,PENDING,Pangbili ng makain at pambayad ng utang na overdue na for 7 months,03/10/2022 - 03/10/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtMjY5NTE4Njc3NTIxDA
PAGASA,"March 13, 2022",Numbers of Disaster-related damages in the Province of Rizal,PENDING,Research & Development,09/01/2011 - 09/01/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS04MzcwODU5NDEzMzMM
NCIP,"March 13, 2022",HEIGHT WAIVER,PENDING,PAF APPLICATION,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU5DSVAtNjU1MzIzOTM1NzQyDA
NTC,"March 13, 2022",Complaint against globe,PENDING,Personal,03/10/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy03MDU2NDI2NDg0MDMM
SEC,"March 13, 2022",Lending or Financing App or Company,PENDING,Research,01/01/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy00MTE2MTcyMDM4OTUM
PUP,"March 13, 2022",CWTS 1 and 2 SERIAL NUMBER,PENDING,The University of Manila (my current school) requested for my cwts serial number for creditation,06/02/2003 - 04/02/2004,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBVUC00ODE2MTcyOTI0MzAM
SSS,"March 13, 2022",Calamity Loan Not Yet Credited On AT.,PENDING,Housd renovation,02/04/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy05MzQzMTUwOTg1NTAM
SSS,"March 13, 2022",SSS Change/updating of online contact information,PENDING,SSS Change/updating of online contact information for filing of maternity notification and benefits,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy0wMTQzODIyMzExNjYM
SSS,"March 13, 2022",Follow-up approval of disbursement account for sss salary loan,PENDING,House utilities,03/02/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy02MTAwODYyODYxMTAM
SSS,"March 13, 2022","Update of my approve March 5, 2022 salary loan.",PENDING,Follow up.,03/05/2022 - 03/11/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy05MzM0Mzk1NTk5ODMM
NBI,"March 13, 2022",Unidentified Scammer,PENDING,Mahuli at makulong at ibalik ang mga ninakaw na pera sa daan daang taong naloko niya,02/26/2022 - 02/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS02ODkzNjYyMjM0MDQM
PCSO,"March 13, 2022",Death Financial Assistance,ACCEPTED,Financial Assistance due to death,02/28/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tNzQwOTkxNzAwMzY2DA
KWF,"March 13, 2022",receipts of copyrights sold for digital copies,PENDING,demand receipt/s to furnish digital licensed for commercialize valuation,11/03/2021 - 02/18/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEtXRi04MDE2MjE2MTAwNzIM
LTO,"March 13, 2022",Motorcycle registration,PENDING,To verify my motorcycle registration,01/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy00MDEzNjU2NzI0MTQM
PSA,"March 13, 2022",Lucena City's Total Population,PENDING,Feasibility Study,05/31/2015 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS04NjkyMTE3MTAwMzQM
DOH,"March 13, 2022",Retention of Records for Clinical Laboratory,PENDING,Development of records keeping,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03NTU2OTg4OTc2MjMM
NBI,"March 13, 2022",Tracking of certain Facebook Accounts and Contact Numbers,PENDING,Evidence purposes,02/28/2022 - 03/10/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0wNjQzNTM4ODgwMjcM
DOH,"March 13, 2022","Number of diarrhea, helminthiasis, typhoid & paratyphoid, cholera, hepatitis A cases in the PH",PENDING,Final project for a subject in Master's degree,01/01/2008 - 01/01/2018,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC04MTE1NTU4OTgwOTcM
LMB,"March 13, 2022","Geographic coordinates of BBM 64, Cad-251, Unisan Cadastre",PENDING,"R&D, mapping, due diligence, verification for possible property purchase",03/12/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItNTc5NTQxNjI4MDE4DA
DOH,"March 13, 2022",Vaccine certificate,PENDING,Change of Middle name,08/23/2021 - 09/20/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xMDg4MjkxMzY5MDIM
DILG,"March 13, 2022","List of barangay, Barangay Codes",PENDING,Thesis,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJTEctMDA1Njk1NzU5ODgxDA
PSA,"March 13, 2022","Previous and Present Population in Lucena City, Quezon",PENDING,Feasibility Study,01/01/2017 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS03MTgwMjI3Mjc5MjcM
DOH,"March 13, 2022",Vaccine certificate,PENDING,Change my middle name to MONTALES,08/23/2021 - 09/20/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xMTQ1NTkxMzEwMzcM
PNP,"March 13, 2022","Road Accidents Data along Elliptical Road, Quezon City",PENDING,Undergraduate Research,01/01/2016 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC01MTU2Nzc5MjkyNDcM
DOH,"March 13, 2022",Vaxcert uncorrected name,PENDING,Ma fix Ang mga mali sa pangalan,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yMjY3NzAyMDM0MDcM
CIC,"March 13, 2022",Unfair Debt Collectors,PENDING,I want to stop and shutdown the apps. Kuya loan apps they continue harrasing on me and threats me,03/11/2022 - 03/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENJQy0xNDI5NzM1NTMzNDQM
DOLE,"March 13, 2022",Request for Certificate of Involuntary Separation for SSS,PENDING,Request for Certificate of Involuntary Separation for SSS,02/15/2022 - 02/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtMzg4ODg0MTI2OTcyDA
DepEd,"March 13, 2022",LRN Number for my Son,PENDING,Requirement for School Forms,06/01/2016 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTc0NDA3MDc4MTAzMAw
DOH,"March 13, 2022",Type and most common sports related injury in the Philippines,PENDING,Research and development,03/13/2017 - 03/13/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02NzQyMjIwNjk0MTEM
CHED,"March 13, 2022",Transcript of record,PENDING,Request to get transcript of record - Philippines Science and Technology Center-Recto,06/01/2000 - 05/14/2002,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtMTU3MjE5NzExNTk1DA
DSWD,"March 13, 2022",Solo parent ID Renewal,PENDING,Certification or Letter of request,07/01/2021 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNzMzMjAyODUyNDQyDA
SSS,"March 13, 2022",SSS CALAMITY LOAN STATUS,PENDING,Financial and Medical purposes,03/08/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy0yNDM2NjI0MDQxNjIM
DTI,"March 13, 2022",List of Registered SMEs in the City of Lipa,PENDING,MA Thesis,01/01/2022 - 01/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS0zMzM4MjA4NTIyMjYM
NTC,"March 13, 2022",Report a Scammer,PENDING,Locate the scammer and retrieve my money,03/12/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy00Mzg2MDQ4NzIzNjAM
DepEd,"March 13, 2022",Learner's Reference Number,PENDING,College Admission Requirement,06/01/2013 - 06/01/2014,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTEyNjk4ODA3NDEyNww
PCGG,"March 13, 2022",Marcos,PENDING,Fact Checking,03/13/1945 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDR0ctOTkxMjY3OTk4NzI5DA
DOH,"March 13, 2022",Vaxcertph,PENDING,Incorrect first name in Vaxcertph record,03/10/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yMjk2Nzc4NTU3OTUM
OVP,"March 13, 2022",SALN OF VICE PRESIDENT,PENDING,Transparency,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC04OTE5MTQ2OTM3NTIM
DOH,"March 13, 2022",follow up vaccination certificate name Chaelvien,PENDING,Vaxcert Barcode,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNzkyNDMxNTUzNDcM
MMDA,"March 13, 2022",Available CCTV Footages on Bicutan Interchange,PENDING,Research and Development Classified Traffic Volume Count,01/13/2019 - 03/13/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtNjkwNzE0OTExNzY1DA
DENR,"March 13, 2022",Approved Subdivision Survey Plan and Lot Description of Lots 2293 and 2222 @ Limbon Sariaya Quezon,PENDING,Validation,02/25/2021 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItNzk1MDgyMDM1MzI5DA
NBI,"March 13, 2022",Scammer Alert: world of pefas,PENDING,Request to trace this person so I can have my money back,01/10/2022 - 02/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0xMTQwOTIyOTg3ODcM
SSS,"March 13, 2022",Calamity loan was approved but not credited to my security bank account,PENDING,Gusto ko lang malaman kung bakit walang laman ang atm ko pero approved na ang loan ko.,03/13/2022 - 03/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy0xMjY1MDE0Mjk2MzkM
PAGASA,"March 13, 2022",Rainfall Data of all synoptic stations in Bicol Region,PENDING,Data analysis for Undergraduate Thesis,01/01/2010 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS03NDE1NjAxMTIwNTIM
PAGASA,"March 13, 2022",Daily Precipitation Data of Bicol Station (2010-2020),PENDING,Undergraduate Thesis Tropical Cyclone and Rainfall related study,01/01/2010 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS0zMDgyNjAxMDgwODgM
SEC,"March 13, 2022",The latest list of SEC-Regulated External Auditors with firms located at National Capital Region,PENDING,These would be the intended respondents of our research paper.,02/28/2021 - 02/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy03OTA2MzQzOTA0NzEM
