agency,date,title,status,purpose,period_covered,link
MMDA,"July 22, 2023",Metro Manila Traffic Code 2023,PENDING,Research,07/19/2023 - 07/21/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtNjAyOTUwOTI2NzU3DA
UsaP,"July 22, 2023","Zonal Value in Bambang, Pasig City in 2023",PENDING,Deed of Donation,06/01/2023 - 07/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtODMwOTkyNjg4MDI1DA
CHED,"July 22, 2023",Transcript of Record,PENDING,Enrollment/continue studying,06/03/2013 - 02/03/2017,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNTI2MTEyNzEyMzk4DA
SSS,"July 22, 2023",Disclosure on loan/credit transaction,PENDING,Required by employer,07/19/2023 - 07/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy0wNjAxODQxNTc0MzcM
PSA,"July 22, 2023",Request for TRN number of philsy ID,PENDING,For ephillid transaction,07/22/2023 - 07/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS01NDQ4MTg3NTMxMTEM
CHED,"July 22, 2023",List of Universities that offers ETEEAP Program,PENDING,Source for Application,01/01/2020 - 07/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtOTI0MTE2MTY2MzA0DA
NTC,"July 22, 2023",My phone was stolen,PENDING,Please block my phone 869703059893908 my imei number,07/20/2023 - 07/21/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy00MDU3NzIyMjU4NjMM
DOE,"July 22, 2023",FrPower Interruptions/Outage in Basilan Province,PENDING,Investigate the BASELCO,05/08/2023 - 07/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPRS0wNjUyNDI2MzU5MzEM
NEA,"July 22, 2023",unserved and underserved areas,PENDING,Research,01/01/2014 - 07/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5FQS0wMzI0OTQzNjMxODkM
ACPC,"July 22, 2023","I will report to you first, gcash said about the scam, thank you",PENDING,I am a single parent and I am asking for your help,07/22/2023 - 07/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUFDUEMtMjI4Mjc0NzU0Nzg0DA
