agency,date,title,status,purpose,period_covered,link
BIR,"April 18, 2023",BIR FORM OF 2316,AWAITING CLARIFICATION,For Employment purpose.,01/01/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi05MDc1MTc0MTczMjUM
NTC,"April 18, 2023","ACCESSING PHONE CONTACTS, SENDING THREATS AND PUBLIC SHAMING",PENDING,Stop accessing phone contacts and text blast,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy02Njk1NTk3NDIzMTMM
SEC,"April 18, 2023",El Casa Relon Inc.,ACCEPTED,Research and verification in acquiring land,09/01/2022 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy05MDI3OTU2MzI3NTQM
NBI,"April 18, 2023",Scammer,PENDING,Return money,07/18/2020 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS04NDY0MjI2ODQ1MTUM
NTC,"April 18, 2023",Report Regarding Stolen Phone,PENDING,To recover my stolen phone,04/09/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy01MzgxMDk1NzQxMTAM
NTC,"April 18, 2023",Lost Iphone for block the cellphone,PENDING,To search the cellphone and my number was not used to scam anybody and don't use my cellphone,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy04NzM2ODQwNTY0MDgM
DepEd,"April 18, 2023",Hearing Impairment in Kabankalan City,AWAITING CLARIFICATION,School Requirement for Research,01/01/2020 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTk4NzY4NzgxNzk4OQw
DOH,"April 18, 2023",Hearing Impairment in Kabankalan City,ACCEPTED,School Requirement for Research,01/01/2020 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00OTUyNTk2MzI3NTAM
NTC,"April 18, 2023",Found and Recover my cousin phone,PENDING,Recover and found,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy03ODU4OTIzODcwNTkM
PSA,"April 18, 2023",Hearing Impairment in Kabankalan City,PENDING,School requirement on research,01/01/2020 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS05MDU2NzAyNDYyMTAM
DENR EMB,"April 18, 2023","Groundwater data of Rizal, Philippines",PENDING,Undergraduate Thesis,01/01/2020 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJFTUItNDcxMjQ5MDEwOTEyDA
DBM,"April 18, 2023",Performance based bonus for deped,PENDING,Query,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERCTS0zODYzOTE2MDI1NDcM
NBI,"April 18, 2023",VERIFICATION,PENDING,clarification,04/07/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS04MjA1OTYwNzkyMjEM
NBI,"April 18, 2023",verification,PENDING,just a verification,04/07/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS03NTc0NDU2OTg4NjQM
NTC,"April 18, 2023",To block my IMEI number,PENDING,Block my stolen phone,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy02MzExNzYxMTAxNzkM
NTC,"April 18, 2023",I want to report a stolen Phone and request to block,PENDING,To prevent using or selling stolen phone,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy05NTAzNTM5Njc4NDUM
DPWH,"April 18, 2023",Construction Materials Price data on 2017,AWAITING CLARIFICATION,Used as basis for Assessment on Contractor Claims - Infrastructure Projects,04/18/2017 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtODIzODE2NzczMTIxDA
NAMRIA,"April 18, 2023",Land cover classification map of Tagaytay city,PENDING,Thesis,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyJAsSB0NvbnRlbnQiF0RFTlJOQU1SSUEtMzYyNDY5NjQ2MDA5DA
NTC,"April 18, 2023",To block the cellphone and the number,PENDING,To search and block the cellphone,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy00OTk4OTE2NDY2NTIM
DPWH,"April 18, 2023","""Proposed Flood Control along Balili River, Lower Brookside”",PENDING,"Research and Development, In order to continue with our Study.",04/18/2013 - 04/18/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMzk3NzM2MTg2Mzc3DA
NTC,"April 18, 2023",LOST/ STOLEN PHONE,PENDING,to permanently block my phone so the thief cannot use it anymore,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy04ODUwMzQ5NTg3MjcM
DepEd,"April 18, 2023",Transcript of records for NCLEX EXAM,SUCCESSFUL,For Nclex examination,03/01/2008 - 05/01/2011,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTM0NzM2MjY1ODgxNww
NTC,"April 18, 2023",lost phone,PENDING,Find or Locate Lost Phone,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy00Mjg4Nzk0OTc5NzQM
DSWD,"April 18, 2023",Future Plans on Regional Rehabilitation Center for Youth,PENDING,Architectural Thesis,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNDI2MDcyOTc0MDc2DA
NTC,"April 18, 2023",Request to blocked this IMEI.,PENDING,"It is lost so we want to blocked it, so that they can't used it to there personal interest.",04/17/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy03ODY3NzY1OTA4MjMM
DA,"April 18, 2023",List of Banana Growers in Digos City who received Subsidies from the Department of Agriculture,PENDING,Thesis (Pilot Testing),01/01/2020 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0RBLTExMTQwMjUxNjA4Nww
SEC,"April 18, 2023",PESOCOW - Stop Harassment and their illegal and abusive collection practices,ACCEPTED,To spread awareness of how abusive they are and stop their illegal operations.,04/11/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy0wMDQ0Nzg0NTI3OTAM
NTC,"April 18, 2023",Block usage of phone,PENDING,To disable phone,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0wNDk3NTE3NDQyOTMM
SEC,"April 18, 2023",TOPESO/ SWEET PIE LENDING- to stop harassment and their illegal and abusive collection practices,ACCEPTED,To stop them from operating and lessen the victims.,04/10/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy0wMjY2NDU3NDk3MTYM
PCSO,"April 18, 2023","Store owner of the lotto outlet in A. Mabini Street, Maypajo, Caloocan City",PENDING,To confirm if my husband invested in a lotto outlet which I believe is a conjugal property.,01/01/2023 - 02/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tOTE0MzI2OTk2MTIzDA
NWPC,"April 18, 2023",Certificate of Authority Exempting Minimum Wage Coverage,PENDING,Academic Research,01/01/2021 - 03/26/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU5XUEMtMjM4NzU1ODc3NzIzDA
MGB,"April 18, 2023","Water table and soil temperature in manila, philippines",REFERRED,Undergraduate Thesis,04/18/2010 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE1HQi05NzQxNDUwNjc5NDIM
DPWH,"April 18, 2023",Geotechnical report on North Fairview,PENDING,For capstone Design Project,10/20/2022 - 10/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNjExOTg3MjY0MTUwDA
CDC,"April 18, 2023",1. Comprehensive Land Use Plan (CLUP) 2. Zoning Ordinance 3. Available lands per land use 4. Ecolog,PENDING,Educational Purposes (architectural thesis),04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENEQy05NjI5ODUyMjQ3ODcM
BJMP,"April 18, 2023",number of detainee in BJMP Marikina City Jail,PENDING,for my research in my thesis,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJKTVAtNzIwMDM4OTg0NTEzDA
BIR,"April 18, 2023",Tax Map for Barangay 537 Zone 53,DENIED,For Narrative Appraisal Report - Academic and Verification Purposes,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0xNjQ3MjY3NTIwODMM
DOH,"April 18, 2023",Prevalence rate of Gout,ACCEPTED,Biochemistry Research,01/01/2000 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03Mzk2NzgzMzkyMjMM
DOH,"April 18, 2023",Request of Vaccine Certificate,SUCCESSFUL,Travel,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xNjA0NjIyNjQ4NjEM
NTC,"April 18, 2023",Track my Redmi phone,PENDING,To bring my phone back,03/24/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy01MzY5MzgwNTMxNzAM
NSWMC,"April 18, 2023","Solid Waste Generated in Bulacan, Calabarzon and Cebu",PENDING,Research and development,01/01/2019 - 03/31/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEk5TV01DLTAwNjc4MzgyNjcxMgw
CDA,"April 18, 2023",Trend of credit cooperatives in the Philippines,PENDING,Undergraduate thesis,12/31/2016 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENEQS02MTU5NjEwNTc2OTgM
PSA,"April 18, 2023",Statistics in Calamba City,PENDING,For thesis,04/18/2022 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS03MTAxNzI3MjYwNzAM
LLDA,"April 18, 2023",Feasibility Study for the Manila Bay-Pasig River-Laguna Lake (MAPALLA) Ferry System,PENDING,Research,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIgsSB0NvbnRlbnQiFURFTlJMTERBLTU3Njc3NjA5MTIyNww
PCSO,"April 18, 2023",Lotto Results Record,PENDING,Research and Development,03/08/1995 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tMjA5MDIyNDE3MDkyDA
NTC,"April 18, 2023",To block stolen phone,PENDING,Request to block stolen phone,04/12/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy04MDA1OTA3ODIwMTIM
NBI,"April 18, 2023",Search for any Filed case against me,PENDING,Verification,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS02NjAwOTA5MDg5NTgM
NBI,"April 18, 2023",Criminal Case,PENDING,Travel Abroad,04/18/2020 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS03ODE4MDA3MzAxOTgM
DPWH,"April 18, 2023","Geotechnical Report on Brgy. Labuin, Pila, Laguna",AWAITING CLARIFICATION,CE Design Project (Thesis),04/17/2020 - 04/17/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMTI5MDg1NzUzNjc5DA
NTC,"April 18, 2023",Block or report a stolen phone/ sim card,PENDING,report or block my phone and phone number,04/15/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy01NTkzNTMxMzY2MTIM
NTC,"April 18, 2023",Request to Block Stolen Macbook,PARTIALLY SUCCESSFUL,Block laptop to prevent thieves from accessing information,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0zNDQ2MDc5MjEyOTIM
PH,"April 18, 2023",The number of individuals with ASD who are registered under the national health insurance program,PENDING,Architectural thesis,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD1BILTk4Mjc2ODkxODUzNQw
DOE,"April 18, 2023",2022 Total Petroleum Product Market Share,PENDING,Business Planning,01/01/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPRS0yNjQ0MjQ5MDAwNDkM
DAR,"April 18, 2023",OCT C-3838,PENDING,An update re abovementioned title in behalf of the heirs.,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERBUi0xNjYzMTA3OTM0NzAM
DOLE,"April 18, 2023",Unemployment Benifits,PENDING,Send my involuntary separation requirements,09/02/2021 - 08/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtODY0MDMwMTYwMjQ0DA
SEC,"April 18, 2023","Report regarding the Illegal Loan Practices, Shaming and death threats of Online Loan Companies",ACCEPTED,to ban registration from the SEC and stoppage of this online Apps mentioned,04/12/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy02Njg5ODU2Mzk4NzYM
LMB,"April 18, 2023",APPROVED SUBDIVISION PLAN,DENIED,For lot titling,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItMTg4MDU2OTA4MDMwDA
LRA,"April 18, 2023",OCT No. 2375,PENDING,For eventual relocation survey of the said title.,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExSQS02ODQ1NzM3NzcyNzIM
CIAP,"April 18, 2023",List of specialization requiring PCAB,PENDING,Compliance,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNJQVAtNjI1MzI4NTM2MjE2DA
DTI,"April 18, 2023",List of Registered Poultry Traders in Davao Oriental,PENDING,Research and Development,01/01/2019 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS0zMTY4MDM0NTcwNDkM
SSS,"April 18, 2023",Transaction number of SSS E1 Registration Form,PENDING,Needed in signing up on SSS Mobile App,03/19/2013 - 03/20/2014,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy04OTk2MDI2NDA5OTYM
LTO,"April 18, 2023",NCR East Motorcycle Riders,PENDING,For Feasibility Study,01/01/2017 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy04OTE5NTkyMjg4MzUM
PSA,"April 18, 2023","Latest demographics of General Trias, Cavite",PENDING,Research,05/01/2018 - 03/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0wNzg5Mzc1NTE2NTAM
BJMP,"April 18, 2023",Philippines Recidivism Rates,PENDING,Research and Development (Thesis),04/12/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJKTVAtNzc4NjkyNTExODY5DA
PCMC,"April 18, 2023",Number of patients with autism spectrum disorder (ASD) who have been diagnosed or treated in PCMC,PENDING,Architectural Research Thesis,04/18/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDTUMtNzMzMTMzNjc0NzUxDA
NIA,"April 18, 2023",PASA Small Reservoir Irrigation Project,PENDING,For the conduct of impact evaluation study,01/01/2011 - 12/31/2018,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5JQS0yMTI5NjI4ODE3ODQM
BJMP,"April 18, 2023",Recidivism Rates in CPDRC & Biliran Provincial Jail,PENDING,Research and Development (Thesis),04/12/2023 - 04/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJKTVAtNjg5MjY4NDU3OTYyDA
DENR EMB,"April 18, 2023",The annual recorded PM2.5 and PM10 air pollution level in Region 4A from the year 2012 to 2022.,PENDING,Research and Development,01/01/2012 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJFTUItODA5ODc4NzAyNjY2DA
GCG,"April 18, 2023",Differential from CPCS Implementation of resigned DBP Employees,ACCEPTED,Freedom of information,10/05/2021 - 06/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEdDRy00MTQ5MzY4MjQ0ODIM
LTO,"April 18, 2023",Number of registered motorcycle riders in Quezon City,PENDING,For Feasibility Study,01/01/2018 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy03ODYyNTQ1MDEyMjYM
NAP,"April 18, 2023",Birth CERTIFICATE OF CHARLIE ROQUE MORALES,DENIED,Legal puposes,01/12/1944 - 01/12/1946,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5BUC0xMTc0ODg0NTU5MzIM
