agency,date,title,status,purpose,period_covered,link
DOLE,"April 01, 2023",Union Clause,PENDING,For Academic Purposes: Studying about Collective Bargaining Agreements,01/01/2020 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtNDQ4NjE4MDYzNjU5DA
DOH,"April 01, 2023",Invasive Cosmetic Procedures,PENDING,For my Thesis for the Juris Doctor Curriculum,01/01/2018 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02MzQ1NzYxNzA2MDkM
BIR,"April 01, 2023",Excise Tax Collected from Invasive Cosmetic Procedures for the last 5years,PENDING,For my Thesis for the Juris Doctor curriculum,01/01/2018 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi00NTYxNjE5Nzk1MTQM
NAP,"April 01, 2023",Birth certificate,PENDING,Reclaiming property rights,04/01/1918 - 04/30/1918,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5BUC05NDM0NTI0OTk2NTkM
DOH,"April 01, 2023",Cagayan Valley Medical Center CVMC Floor Plans,PENDING,For Undergraduate Thesis,04/01/2023 - 04/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02MjA0NzU4NzkxNTYM
NBI,"April 01, 2023",Report the scammers,PENDING,To take back my money from the scammers or from the said site,03/30/2023 - 04/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0xNzY4NjY0ODY2MTcM
DepEd,"April 01, 2023",ALS COR,PENDING,For employment,03/28/2018 - 03/28/2018,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTY0Mjg4MDIzMDE4OQw
NBI,"April 01, 2023","US Agency Monitoring 4chan, 8chan.",PENDING,Research and Communication,04/01/2023 - 04/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0wOTE3OTMxMTQ0ODMM
NBI,"April 01, 2023",8chan shootings - Jim Watkins Arrest,PENDING,Research and Communication.,04/01/2023 - 04/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0wNTY1OTA1OTQ1MTMM
DTI,"April 01, 2023",Philippine Market Data on L-Malic Acid,PENDING,Capstone Project: Plant Design of Malic Acid Production,01/01/2011 - 04/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS0zMzc2NjY2OTEzODEM
PSA,"April 01, 2023",Philippine Data on the L-Malic Acid Market,PENDING,Capstone Project: Plant Design for Malic Acid Production,01/01/2011 - 04/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0yMDg2ODM1NDAwMTQM
