agency,date,title,status,purpose,period_covered,link
BIR,"April 17, 2022",Income Tax Return,AWAITING CLARIFICATION,Graduate School Scholarship,03/26/2020 - 03/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi00MzY2OTMzNTA3MzAM
NBI,"April 17, 2022",LFC Platform-Scam,PENDING,For investigation,03/19/2022 - 04/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS02Njg0OTE2NzQzMzEM
PHLPost,"April 17, 2022",PhilPost National ID Delay,PENDING,Information,04/17/2022 - 04/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFFBITFBvc3QtMjIxMDY0MDA3NzcxDA
DOH,"April 17, 2022",VaxCert Unavailable,PENDING,VaxCert Copy,02/11/2022 - 04/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC04ODE0NTY0ODcyNTMM
PCGG,"April 17, 2022",Recorded Hearings Against the Marcoses,PENDING,Research and Development,03/01/1986 - 04/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDR0ctMTM4NDMxNzI1MDUwDA
DepEd,"April 17, 2022",High school Diploma and Form 137,PENDING,Visa application,04/16/1996 - 04/16/2000,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTMwMTg4Nzc1MTQzMgw
SEC,"April 17, 2022",Settlement of High interest and Harrastment.,ACCEPTED,Harrastment and Threatening,04/16/2022 - 04/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy00OTM4NjM0Nzg4MjIM
DOLE,"April 17, 2022",DOLE AKAP CASH ASSISTANCE,PENDING,Help for the medication of my father and my spouse and i want to apply again going abroad..,08/17/2021 - 04/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtMjg0NDM3NjQyODk4DA
DepEd,"April 17, 2022",Student Permanent Record or Form 137,PENDING,Requesting my Student Permanent Record/Form 137 as supporting document for my employment in Canada.,06/04/2001 - 03/31/2006,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTE2NTM5OTUxMzE0OQw
BI,"April 17, 2022",Oath,PENDING,Dual citizenship,04/15/2022 - 04/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTQxMDgyMTA4NjIzMww
PAGASA,"April 17, 2022",The Monthly Average Wind Speed and Average Wind Gust in Albay,PENDING,Research project,01/01/2015 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS00NDAxODUzNjkwNzEM
BI,"April 17, 2022",Proof of foreigner entry and exit into and from Philippines,PENDING,To prove to U.S. government that I entered and exited Philippines on these dates.,03/28/2022 - 04/03/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTUwMTY4NzU0NTkwMAw
PCSO,"April 17, 2022",Financial Assistance for Dialysis Patient,PENDING,Financial Assistance for Dialysis Patient,04/17/2022 - 04/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tNDc4MTk3MjM5MTAxDA
DOH,"April 17, 2022",Vaccine for second dose is not reflecting in vaxcertph.,PENDING,For important errands.,04/17/2022 - 04/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02NzA4NTU5MTU0MjAM
DICT,"April 17, 2022",Vax Cert Request,PENDING,Request of Vax Certificate,04/17/2022 - 04/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJQ1QtMjUyNjYzNzI5NTM2DA
IC,"April 17, 2022",The result of my IC Exam last January 2021,PENDING,Transfer of license,01/01/2021 - 02/28/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0lDLTQ4NTM2NjU3MTkxOQw
DILG,"April 16, 2022",Code of Conduct for Barangay Officials during National Elections,PENDING,For clarification purposes,01/01/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJTEctODk5MzEwOTYwMzA4DA
LTFRB,"April 16, 2022",Coron Land Transportation Franchise/Permit to Operate,PENDING,Business/Investments Research,04/16/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkxURlJCLTkzMjIxMjY0Njc3OAw
LTO,"April 16, 2022",Plate number,PENDING,Plate number follow up,03/17/2017 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy00ODgzOTAwNzkyMTUM
DOT,"April 16, 2022",Daily Number of Tourists Arrivals (Local and Foreign) in Coron,PENDING,Business/Investments Research,09/01/2021 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPVC0yNjYwOTgxOTMxOTgM
DOLE,"April 16, 2022",Budget Allocation for AKAP Program,PENDING,Informative Research,12/01/2021 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtMTE4NjA0ODEyMTg0DA
BIR,"April 16, 2022",RAMO 1-2022,ACCEPTED,For Reporting in a Masters Class,04/13/2022 - 04/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi00NDEzNzEzMTAyMjcM
OVP,"April 16, 2022",SALN of VP Leni Robredo,PENDING,Educational and research purposes,04/16/2016 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC0yMDkzMzE0NTUwMTYM
PCSO,"April 16, 2022",Financial Aid for Medical Operation,PENDING,Brain Tumor Operation,04/11/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tODUyNjg5OTAxNzk1DA
PCHRD,"April 16, 2022",Number of Hepatitis G cases in the Philippines,PENDING,Research,01/01/2016 - 04/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiElBDSFJELTYwNDU3NDUwMDA3Ngw
CHED,"April 16, 2022",Municipal College Project LGU,PENDING,Research,04/01/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNjE1MDQ3NjQzNzQwDA
GPPB,"April 16, 2022",Annual procurement Tupi South Cotabato 2020-2022,PENDING,Research,01/01/2019 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUdQUEItMjQxOTIyNjg4MTEwDA
DOH,"April 16, 2022",I want to reschedule my appointment in getting my yellow vaccination certificate,PENDING,International yellow vaccination certificate/card,01/24/2022 - 04/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00NzYyMzQyODg1NzYM
DOH,"April 16, 2022",3rd vaccine (booster shot) record,PENDING,Travel Requirements for April 19,04/08/2022 - 04/10/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0zMDIwNzQyNDY5OTMM
DPWH,"April 16, 2022","CMPD, Equipment Rental Rates and Labor Rates of Region 4B Mimaropa",PENDING,Student Thesis,04/16/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtOTY1NDA5NzM4NzUwDA
OVP,"April 16, 2022",Medical Assistance for my Solo Parent,PENDING,Medical and Financial Support to my single mother diagnosed with Breast Cancer Stage 4 Bone mets,04/01/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC04NTE4NjAxMjgwNTMM
DOH,"April 16, 2022",Vaccination card record request,PENDING,i would like to get vaccine card record of covid-19 for traveling purpose,01/01/2022 - 01/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01NDE0NDc3MjcxNDIM
DOTr,"April 16, 2022",Roadmap of Emilio Aguinaldo Highway,PENDING,Undergraduate Thesis,04/15/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPVHItNDE1MDIyNzQ0NDk5DA
BOC,"April 16, 2022",Parcel is on hold,PENDING,For others to be aware of potential scams.,04/14/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJPQy0zNTcwMjk1MzkwNzgM
AMLCS,"April 16, 2022",Amazon pro,PENDING,Mabalik ang pera,04/14/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkFNTENTLTY5MTk3NDUxNjM1Mgw
DOLE,"April 16, 2022","IRR OF RA 11261 ""FIRST TIME JOB SEEKER ACT""",PENDING,RESEARCH PURPOSE,04/01/2019 - 05/31/2019,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtMjQ4NDUyMjE5NDA3DA
DOH,"April 16, 2022",COVID-19 VACCINATION CERTIFICATE (Certificate ID: 567850033),PENDING,For Oversea Travelling,08/12/2021 - 09/09/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03MDA2OTgzMzY2OTYM
DSWD,"April 16, 2022",updated list of 4ps beneficiary,PENDING,research,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNjM4Nzk2OTQxMjI2DA
DOH,"April 16, 2022",booster shot certificate,PENDING,i need to register it here in kuwait,02/17/2022 - 03/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02NjcwNjI5ODY1NjYM
LTO,"April 16, 2022",Legitimacy of Vehicle Information from LTO database,PENDING,For Academic Purpose,01/01/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy03NDI1MDUxODI0NTkM
NHA,"April 16, 2022","Demographics, Site Development Plan and Housing units of Southville 8b, San Isidro, Rodriguez, Rizal",PENDING,Architectural Graduate Thesis,01/01/2021 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5IQS02MDM1ODcwMzU1MzEM
CHED,"April 16, 2022",Intramed or Briding BS courses,PENDING,Admissions,04/16/2018 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNzcxMzIzNDc5NzIxDA
DFA,"April 16, 2022",online appointment of apostille,PENDING,for filing the birth registration of my son in United Arab of Emirates,04/16/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERGQS02Mjc3NzEzNDgxNDMM
PSA,"April 16, 2022","The Brakdown of the 75,285 total COVID-19 deaths from January 1, 2021 to November 29, 2021",PENDING,For an article for Philstar.com.,01/01/2021 - 11/29/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0xOTQyMzU5ODE1OTcM
NCIP,"April 16, 2022",PART OF TRIBE,PENDING,Sports Research for Indigenous People,12/17/2000 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU5DSVAtMDc1MTYyMzIwMTYyDA
PCSO,"April 16, 2022",Financial assistance to pay the meralco bills penalty of named to my father,PENDING,Applying for their own electric service connection since my parents are just only using submeter sa,03/01/2022 - 04/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tODM0ODI0OTc2MDQ4DA
DOJ,"April 16, 2022",Guide and Manual on implementing GCTA - Good Conduct Time Allowance (Implementing Rules and Regulati,PENDING,"For study purposes, Board Examination",04/13/2022 - 04/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSi01NzkzNDkyNTUzNTQM
DepEd,"April 16, 2022",My LRN,PENDING,Enrollment,04/29/2010 - 04/29/2010,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTg1MDk2ODk3MjQ2Nww
CIC,"April 16, 2022",Credit Score,PENDING,To know my credit score,03/01/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENJQy0xNDYxODYzODQxNDEM
DOH,"April 16, 2022",Urgent need of Vaxcert,PENDING,For Urgent Travel,04/09/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00MzI0Njg3MDIwNzcM
DILG,"April 16, 2022",List of Town Twinning Agreements and Sister Cities of LGUs in the Philippines,PENDING,Undergrad research,01/01/1990 - 04/10/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJTEctNTExMjc4MTkwNjM4DA
DOH,"April 16, 2022",LOST VACCINATION CARD,PENDING,Get a copy of Vaccination Card,04/10/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC04NjI3NzgyNTU4MzEM
NPC,"April 16, 2022",Invading data privacy and Harrassment from Online Lending Apps,PENDING,To stop invading data privacy and sendig inappropriate message from the contacts of phonebook.,02/01/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5QQy01NDI4MTY0NzIzMzAM
DOH,"April 16, 2022",Vaccination Card,PENDING,Can i request for a new Vaccination card?,10/13/2021 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03MzA3ODUxMTk3OTEM
SEC,"April 16, 2022","Complaint about OLAs (Pesohaus, Happypera2,Madaloan,PeraUp,PesoQ,Pesocash,Xlkash Lending,etc.",ACCEPTED,Invading my privacy re: blast texting or calling my contacts and references due to late payment,04/01/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy03NjM5NzA2MjU0NTMM
NPC,"April 16, 2022",Invading my Privacy re: Blast texts/calls from OLAs,PENDING,NPC may I request to take all down Online Lending Apps who keeps harrassing and invading my privacy,04/01/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5QQy00OTMyNjA1ODE0OTEM
PSA,"April 16, 2022",Lucena City 2020 Population age bracket,PENDING,Feasibility Study,04/17/2015 - 04/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS03NjMxMTA4ODEwODYM
DOLE,"April 16, 2022",Cash Assistance and Solo Parent Assistance,PENDING,Cash Assistance,03/01/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtOTMxMzI4ODI2ODUyDA
DOH,"April 16, 2022",Vaxcert; Incorrect middle name,PENDING,To correct my mother's middle name in vaxcert certification,03/31/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yMjE5NDk5ODA4MDYM
DOH,"April 16, 2022",Vaxcert Incorrect middle name,PENDING,To correct middle name of my sister in vaxcert certificate,03/31/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNTQ1Nzc1ODU1NzAM
DENR,"April 16, 2022",Cadastral Map,PENDING,Land Location Clarification and For Filing Purposes,04/16/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItMTIwNzc4NTczMzk5DA
PCSO,"April 16, 2022",Knee surgery,PENDING,Kailangan ko po ng bakal para sa operation ng aking paa worth of 150k sabi ng doctor.,04/09/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tODEzMTQ5MzA4ODU0DA
DepEd,"April 16, 2022",Als Diploma,PENDING,Job employment,10/16/2010 - 06/30/2011,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTk5NDg5OTMwMDUxMww
CHED,"April 16, 2022",Transcript of records and diploma,PENDING,Work purposes,06/05/2001 - 05/15/2005,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNzI3NjM0NDMzMzc4DA
NBI,"April 16, 2022",Online lending app harrassment,PENDING,Report death threats,04/12/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS03NDg1MTExNDMyODIM
IC,"April 16, 2022",License,PENDING,To know how I can claim my license,04/16/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0lDLTYwMDg0MzQ1NzY2Ngw
DOH,"April 16, 2022",Covid 19 Vaccination Certificate,PENDING,For Travel to Singapore,03/01/2021 - 11/19/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNDIzMzcwMzQ2MDQM
BIR,"April 16, 2022",BIR FORM 1701A,AWAITING CLARIFICATION,To have a copy of BIR FORM 1701A,11/30/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0yMjE0ODM5NjEwMTMM
OWWA,"April 16, 2022",Booster shot certificate,PENDING,For travel abroad,07/14/2021 - 08/13/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU9XV0EtMzIzNTM3NDY3MTY1DA
DepEd,"April 16, 2022","Yalung, Aaron John A.",PENDING,Need to help me choosing my career. Thank you,04/16/2016 - 04/16/2017,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTU3MjQ0MTQ2NTYwMww
NBI,"April 16, 2022",Someone blockmailed me to hack my fb account,PENDING,Gusto ko pong mavuli ang nang scam at nag boblockmail sakin para wala na ibang mabiktima,03/25/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0wNTM4MzQ4NzM1MDkM
DepEd,"April 16, 2022",transcript of records request,PENDING,University Application.,06/01/2010 - 03/30/2014,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTIzNDQ5MjAwOTUxOAw
DTI,"April 16, 2022",Historical data of employment rate of MSME's,PENDING,Research and Development,01/01/2015 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS02ODM3OTM2MjU1NDIM
PCSO,"April 16, 2022",Request for a Laptop,PENDING,For Schooling,04/15/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tMzYzNzkwODU3MzE5DA
NTC,"April 16, 2022",VAS,PENDING,To know how much and how to acquire VAS license for small WISP Operator,03/04/2022 - 04/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0yOTg1ODk0NjgzOTUM
LTO,"April 16, 2022",New Motor Cycle OR CR,PENDING,OR/CR Registration,03/17/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy01NjkzNjA0MzM4NTQM
DPWH,"April 16, 2022",Feasibility Study of Elevated U-Turn at C-5 Road,PENDING,Research and Development,04/16/2022 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMDc1NzMwOTIzNDA2DA
PSA,"April 16, 2022",STATUS OF MY NATIONAL ID,PENDING,For Valid ID,03/02/2021 - 03/03/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0wMDc3MzMxNTkwMDEM
DPWH,"April 16, 2022",Comprehensive Land Use Plan of Imus Cavite,PENDING,Research and Development,04/16/2001 - 04/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNjg3Mjc0ODcyNTQ1DA
DSWD,"April 15, 2022",Existing Social Development Program for Working Mother,PENDING,Research and Development,02/03/2020 - 02/03/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtODY3OTgyNzc0NDMwDA
PNP,"April 15, 2022",The number of reported juvenile delinquents in the Philippines,ACCEPTED,Architectural Thesis,01/01/2010 - 04/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC01MDcwNDAzNjg0MjYM
CWC,"April 15, 2022",The number of reported juvenile delinquents in the Philippines,ACCEPTED,Architectural Thesis,01/01/2010 - 04/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENXQy0xMDAxNjE1NDI5NjkM
DSWD,"April 15, 2022",The number of juvenile delinquents in the Philippines,PENDING,Architectural Thesis,01/01/2010 - 04/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtMzkzNjAxNTQzODEyDA
NWPC,"April 15, 2022","Resolution junking/denying the TUCP petition to raise NCR’s minimum wage to P1,007",ACCEPTED,Fulfillment of school requirement,03/01/2022 - 03/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU5XUEMtMjE3NTgyMTQ3ODQ4DA
DSWD,"April 15, 2022",Abandoned and Neglected Elderly in Quezon City,PENDING,Architectural Thesis,04/15/2010 - 04/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtMDgwODQ5MjQ4OTA0DA
SSS,"April 15, 2022",Request for death claim update,PENDING,Update /follow ups our applied death claim,12/15/2019 - 04/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy02NTA1MjYxMjM5NjIM
