agency,date,title,status,purpose,period_covered,link
PSA,"June 19, 2023",Number of registered voters,PENDING,Research/Thesis,01/22/2023 - 05/09/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS02NDQ0MjUzMTg1NDUM
JJWC,"June 19, 2023",CILS in Imus,PENDING,research purposes,01/01/2020 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtMzQxNjIzNTcyMTM2DA
NTC,"June 19, 2023",Block phone,PENDING,Block,06/17/2023 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy00NjQ0MTAwMTk5NjcM
BIR,"June 19, 2023",CERTIFICATE OF NO INCOME,PENDING,SCHOLARSHIP APPLICATION REQUIREMENT,06/15/2023 - 06/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi04ODI5MjY5MzEzNzYM
PSA,"June 19, 2023",Change of National ID Cellphone number,PENDING,To get my Temporary National ID,05/31/2023 - 06/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS00MzY4Mjc0NjY3MDkM
DENR,"June 19, 2023",Remediation Projects in Manila Bay,PENDING,For undergraduate thesis purposes,01/01/2018 - 12/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItMjY5NDczMTY2NDcwDA
LTFRB,"June 19, 2023",EBIKE RULES AND REGULATION,PENDING,Citizens information and awareness,01/01/2023 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkxURlJCLTU2Nzc5MjM2MDMzNQw
PSA,"June 19, 2023",Statistic of youth population in LUZON per region from 2018-2023,PENDING,Thesis purposes,06/19/2023 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0xNzcyODgwMzEzMzAM
SEC,"June 19, 2023",DIGIDO ALSO KNOWN AS ROBOCASH,ACCEPTED,To report online lending who is using my identity and harassing me.,12/19/2019 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy02MTY1NTExMjc4MzQM
DOH,"June 19, 2023",Estimated number/percentage of Physical Therapists working in Disaster Risk Reduction Management,PENDING,for research and graduate school thesis regarding integration of PT practice in disaster management,06/18/2023 - 06/18/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wOTA4NDY4NzEwNzIM
CHED,"June 19, 2023",available number of students (collenge and senior/highschool) enrolled in Quezon City and Caloocan,PENDING,Thesis purposes,06/19/2023 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNTc5MTYxNzg2MTQ3DA
PSA,"June 19, 2023",available number of students (collenge and senior/highschool) enrolled in Quezon City and Caloocan c,PENDING,Thesis purposes,06/19/2023 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0yMDMzNDMwMDk1MDUM
NHA,"June 19, 2023",National housing authority Sana isa ako sa mabigyan ng pabahay ni bbm,PENDING,Pag unlad,06/19/2023 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5IQS00MzQxNzc4NTUzMjEM
NYC,"June 19, 2023",Statistic of youth population in LUZON per region from 2018-2023,REFERRED,Thesis purposes,06/19/2023 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5ZQy05MTUwMDMzMzAxOTcM
CIC,"June 19, 2023",Copy or Report of my credit score,PENDING,N/A,11/02/2020 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENJQy00MjMxMjk3OTQ3NjkM
DSWD,"June 19, 2023","number of youth centers/hub, teen hub in NCR or Quezon city (operational or non operational)",ACCEPTED,Thesis purposes,06/19/2023 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNTExMTM2Mjg0NTg5DA
JJWC,"June 19, 2023","Number of youth centers/hub, teen hub in NCR or Quezon city (operational or non operational)",PENDING,Thesis purposes,06/19/2023 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtNzYwNjM0NTc5MTUxDA
PAGASA,"June 19, 2023",The rainfall intensity (mm/hr) in Bataan from 2020 - 2022,ACCEPTED,Research and development,01/01/2020 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS03NjY2MTkxOTQ3MzkM
BIR,"June 19, 2023",For 2316,AWAITING CLARIFICATION,For Pre-Employment Requirement,01/01/2020 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0wMzk0MDgxOTY3NjQM
PFDA,"June 19, 2023",Payment Flow of Tuna in General Santos City,PENDING,Thesis Requirement,01/01/2019 - 05/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBGREEtODkyMjY3MzIzOTg0DA
MGB,"June 19, 2023",Geologic map of Los Banos Laguna,PENDING,For final project,01/01/1990 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE1HQi05OTE1MTYwMTIxOTQM
DepEd,"June 19, 2023",COLLEGE REQUIREMENTS,SUCCESSFUL,COLLEGE REQUIREMENTS,05/30/2017 - 06/30/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTgxODI5NDgxMjY2Mgw
BIR,"June 19, 2023",Income Tax Return,PENDING,For Immogration purposes,06/19/2022 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0xNjYyMDg3MjM4NDEM
PSA,"June 19, 2023",The number of dog population in Visayas and Mindanao,PENDING,For undergraduate thesis,01/01/2023 - 06/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0xMTA2MzY3OTEzNzQM
