agency,date,title,status,purpose,period_covered,link
DOH,"September 06, 2022",Vaccine Card,PENDING,For studying,09/06/2022 - 09/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05Mjc4NzgwNzUxMzUM
DepEd,"September 06, 2022",Request for Als Certificate,PENDING,Requirements for work,09/01/2013 - 10/30/2013,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTgwMTc4MTIzNDE0OAw
DepEd,"September 06, 2022",Request For The Learner Reference Number (LRN),PENDING,To continue for my child studies.,09/06/2022 - 09/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTA2OTUyMjkxODMwMAw
CIAC,"September 06, 2022",Clark International Airport 2021-2022 Statistics,PENDING,Market Research/Strategic Planning,01/01/2021 - 09/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNJQUMtNTg0NTA4MDczNTAyDA
DTI,"September 06, 2022",List of Approved Motorcycle Top Boxes,PENDING,For documentary resources regarding contention of traffic citation ticket.,03/14/2016 - 09/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS0yMDAzMzAyNTkxMjYM
DFA,"September 06, 2022",When will Philippines relax alert level in sri lanka?,PENDING,Know the dates,07/01/2022 - 09/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERGQS04NTQ1NzI5ODM4MjQM
AFP,"September 06, 2022",The number of cases under the Philippine Military Training,PENDING,Research,01/01/1922 - 08/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEFGUC04NTAyOTA2NDI1MTIM
PSA,"September 06, 2022",Population of Students for Remote School Areas,PENDING,conducting research and feasibility study for a solution that can reach those remote schools and hel,01/01/2021 - 08/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS04MzM5NDQ3ODE3ODUM
NBI,"September 06, 2022",Scammed about Part Time Job,PENDING,To Retrieve my money because of scammers,09/06/2022 - 09/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS00MDUwNTMzMjg0MjcM
PSA,"September 06, 2022",Data on Plastic Bags under PSIC Code 2220,PENDING,Research,01/01/2017 - 08/11/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0yNjExMjI1MDMyNzEM
NBI,"September 06, 2022",Clearing False accusation,PENDING,To TESTIFY my EXPERIENCED,08/01/2022 - 09/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0wNzU0NTAzODA4ODEM
BIR,"September 06, 2022",2021 ITR,PENDING,Requirement from my bank and my new company employer,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi00NjUxMDMxMTc5MDEM
DILG,"September 06, 2022",LnB Constitution and By Laws,PENDING,Research,01/01/2010 - 09/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJTEctNDI0NzkwOTU4ODY2DA
DOLE,"September 06, 2022",Union registration records of Philippine Precision Technology Inc. Workers Union-PTGWO,SUCCESSFUL,SEBA Certification,01/01/2020 - 07/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtNTEyOTI0NzYxMDg0DA
DOLE,"September 06, 2022",Union registration of United Riders Union J&T Express Laguna,PARTIALLY SUCCESSFUL,Legal purpose,01/01/2020 - 07/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtMjkzNjU0MTE4NzI5DA
NPC,"September 06, 2022",ONLINE LENDING APP HARASSMENT,PENDING,To stop using personal information for harassment amongst phone contact and social media,08/09/2022 - 09/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5QQy00MjQ0Njc3MDIzMTcM
DOJ,"September 06, 2022",Job Order,PENDING,Job Order Inquiry,09/06/2022 - 09/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSi02NDczMTU5OTExODkM
DFA,"September 06, 2022",Job Order,PENDING,Job Order Inquiry,09/06/2022 - 09/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERGQS0yMTM5MzIzNDgxNjEM
MMDA,"September 06, 2022","Cost of Signalized Road Intersections in Caloocan City, Quezon City, and Manila City",PENDING,For Capstone Design Project,09/06/2022 - 09/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtNDY0NjY0MjYyNDMwDA
