agency,date,title,status,purpose,period_covered,link
DOH,"February 07, 2023",The number of mortality cases of heart attacks in the Philippines,PENDING,Research,02/07/2023 - 02/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wMTk5NzA3NDI2OTQM
DOH,"February 07, 2023",Covid-19 pfizer card,PENDING,"Research, health and development",02/06/2023 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNjMwNDY4NTY1NTAM
PEZA,"February 07, 2023",PEZA Standards in Planning and Design of IT-BPO Park and facilities,PENDING,Architectural Thesis,01/01/2016 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBFWkEtOTM2MTIyNTQ4MjEyDA
PAGASA,"February 07, 2023",Streamflow Data of Molawin Watershed,PENDING,Undergraduate Thesis,01/01/2012 - 12/31/2019,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS03MDI1Njg0MzQxNjUM
OCD,"February 07, 2023",Updated Evacuation and Hazard map on certain Baranggay(s) in Taguig City.,PENDING,"research,information",01/01/2021 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9DRC03MjI4MTk0NjE3MjUM
DOJ,"February 07, 2023",I need to know if i have an open case,PENDING,Verify emails received,09/01/2022 - 02/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSi0yNzQyODYwNzk3NzAM
MMDA,"February 07, 2023","AADT and Speed Inventory for Pedro Gil Street, Barangay 879, Manila City",PENDING,Capstone Research Project,01/01/2020 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtNTg1MjQ0ODIyMzA1DA
NBI,"February 07, 2023",MOCA MOCA online lending apps to stop access my contact,PENDING,For reporting the MOCA MOCA online lending apps,01/06/2023 - 01/31/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS05NjczNjM5NjE2NDUM
NBI,"February 07, 2023",SCAMMER USING MARIE CHARISSE ASUNCION ACCOUNT IN FACEBOOK,PENDING,"TO FIND THE USER OF FAKE ACCOUNT AND RETRIVE THE PHP 25,000 PAID",01/22/2023 - 01/31/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS03NDUwMTY3MzQzMTMM
AFP,"February 07, 2023",afp reservist ID,PENDING,enlistment when its called for and for ID purposes,03/01/1998 - 03/30/2007,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEFGUC03NjI0NDg2MzcxNDYM
PSA,"February 07, 2023",Request for Key Economic Indicators,PENDING,Research,01/01/2018 - 02/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS04MDc3MTI5OTY3NjYM
NBI,"February 07, 2023",Online Scammer,PENDING,09661374651 - This is the Gcash she is using and I wanted to trace her,02/06/2023 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS05NTMwODEzMTg3NDYM
PSC,"February 07, 2023",PHILSPADA Organizational Chart,PENDING,Thesis,02/07/2023 - 02/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQy0zNTg0ODgzMjcwMTYM
SEI,"February 07, 2023",OFFICIAL LIST OF QUALIFIERS FOR THE 2007 DOST-SEI SCIENCE AND TECHNOLOGY SCHOLARSHIPS (DOST RA 7687),PENDING,Document needed for scholarship and job applications,01/01/2007 - 12/31/2007,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFSS0wNDk2MzUxMjg1ODkM
UPLB,"February 07, 2023","Historical Climate Data in Los Baños, Laguna",PENDING,Undergraduate thesis,01/01/2012 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVQTEItNzE1OTA5ODIyMDQ2DA
PEZA,"February 07, 2023",List of Economic Zones in the Philippines & Number of Workers,PENDING,Research Paper,01/01/2020 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBFWkEtOTM4Mzg1NzA4NjY5DA
PUP,"February 07, 2023",Number of PUP enrolled students and PUPCET/CAEPUP students,PENDING,Research,01/01/2010 - 02/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBVUC00OTU0NDc4NTM3OTMM
DepEd,"February 07, 2023",Project ACCESS — Academic Ease Stakeholders Solidarity (under DepEd Office of the Secretary),AWAITING CLARIFICATION,Research,10/01/2021 - 02/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTU0MDMyMzAxNDE4OAw
DOH,"February 07, 2023","Statistic status of Expanded Program in immunization in the Brgy Lourdes, San Fernando Pampanga",ACCEPTED,Research,01/01/2020 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02MTIzMzgyMTgwNjMM
SEC,"February 07, 2023",Online loan application for harassing,PENDING,"Do action for this agency because what they are doing,forcing to pay even not on due date",01/30/2023 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy0yNzM3MjQwNjY2MTcM
PRC,"February 07, 2023",PRC Resolution No. 1 Series of 2001,PENDING,Research and Development,01/01/2001 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy0yNTAwMjc1MzAxOTIM
DSWD,"February 06, 2023",Total Cases of Violence Against Women (VAW) and Violence Against Children (VAC) in REGION 3 and SJDM,PENDING,Research Purposes (THESIS),02/06/2023 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtMjExMzA1MDk1MTQ0DA
DOH,"February 06, 2023",Vax Certificate 660700,SUCCESSFUL,Travel,05/09/2022 - 05/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01NzY3MTUwNDgwNDgM
TESDA,"February 06, 2023",Guidelines on Emergency Response in EMS NC II Handbook,PENDING,Research/Thesis paper,01/01/2021 - 02/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiElRFU0RBLTIwNjI4NzY2NTMzOAw
PSA,"February 06, 2023",Liquid Shampoo Brands in the Philippines,PENDING,Research and Development,01/01/2022 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0yNDMzNjIxNzkxOTMM
DOH,"February 06, 2023",Opd and Emergency Census,PENDING,THESIS,01/01/2017 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0zMzA4MTkyNjU1MzYM
DepEd,"February 06, 2023",Senior high school diploma,SUCCESSFUL,For employment,09/13/2021 - 06/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTY2NDA3NDQ3MTQzNQw
DOST,"February 06, 2023",Streamflow Data of Molawin Watershed,REFERRED,Undergraduate Thesis,01/01/2012 - 12/31/2019,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPU1QtNTk2MzUwNzkwMTI0DA
PAGASA,"February 06, 2023",Rainfall intensity for 15 mins interval for year 2022,PENDING,Designing of Flood Control/ Road Drainage System,01/01/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS04MTg0MzU2MDc4NzIM
DepEd,"February 06, 2023",Request for Certified True Copies of High School Diploma and Form 137,SUCCESSFUL,Admission to Masters Degree overseas,06/06/2004 - 03/31/2007,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTUxMjk5MTg1OTUyMgw
JJWC,"February 06, 2023",Highest number of CICL in the Philippines by region,PENDING,thesis,02/06/2022 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtNTc5MDk3MTIwNjA1DA
JJWC,"February 06, 2023",Design Standards of a Bahay Pag-Asa / Juvenile Rehabilitation Center,PENDING,THESIS,02/06/2022 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtMTkyMjA1Mjk0NzQ5DA
JJWC,"February 06, 2023",number of CICL in CALABARZON,PENDING,THESIS,09/08/2021 - 09/08/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtNjg3MzQxNzc5NzYzDA
JJWC,"February 06, 2023",number of CICL in NCR,PENDING,THESIS,09/08/2021 - 09/08/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtNjIwNDkyNTU4ODYwDA
PSA,"February 06, 2023","Family Planning in Catarman, Samar.",PENDING,Architectural Thesis,02/06/2023 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS04MDQ0NDE3NDE1NzYM
NTC,"February 06, 2023",Frequency range allowed in the Philippines,PENDING,To support our intention to apply for type approval of our wireless device.,01/01/2023 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy05ODU4NTczOTU4MzMM
DILG,"February 06, 2023",Granting of RATA,PENDING,Reference,02/01/2023 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJTEctNTI1NDc5MDUyNzI0DA
BI,"February 06, 2023",The number of Indian overseas population in the Philippines (2010-2023)),PENDING,For undergraduate architectural thesis purposes.,01/01/2010 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTE2MzI3NjkzOTM4Nww
NBI,"February 06, 2023",To retrieve 13 thousand pesos from a website scam,PENDING,To retrieve my 13 thousand pesos money from the scammer.,01/04/2023 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS01MjI3ODY4ODIxMzUM
SEC,"February 06, 2023",Maharlika Marcos Loyalist Inc (CN200903093),PENDING,Research and Devekopment,01/01/2009 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy0yODg2NjMxNzI1NjMM
DOH,"February 06, 2023",Delete my Request in Angeles LGU,SUCCESSFUL,Abroad,09/29/2021 - 02/11/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05MDQ2ODU0Njg3NjkM
DOTr,"February 06, 2023",Number of Average Commuters in Metro Manila,PENDING,Research,02/06/2023 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPVHItMzM2NTM4NjYyMTQyDA
DOH,"February 06, 2023",Delete my Request in Angeles LGU,SUCCESSFUL,Abroad,09/29/2021 - 02/11/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC04NTY0MjY5MDE4NTQM
NTC,"February 06, 2023",Lost Mobile Phone,PARTIALLY SUCCESSFUL,to trace the location or blacklist the device,02/03/2023 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy04NDc5MjE2NjYxMzMM
BSWM,"February 06, 2023",Modernization of Upper Chico River Irrigation Syst,PENDING,Feasibility study,01/01/2023 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJTV00tMDY3NzA2MDk3NzQyDA
LTFRB,"February 06, 2023",Average Daily Passenger of Jeepneys in Cubao-Masinag-Cubao Route,PENDING,Undergraduate Thesis,07/05/2021 - 02/06/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkxURlJCLTg3NzUxOTM5NTQxOQw
NTC,"February 06, 2023",Track location of stolen phone,PARTIALLY SUCCESSFUL,Track location of stolen phone and block it,02/04/2023 - 02/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0yNTA2MTU5MzI4NTEM
