agency,date,title,status,purpose,period_covered,link
UsaP,"February 13, 2023","CLUP, CDP, Zoning Ordinance and etc.",PENDING,Capstone Design Research/Thesis,02/09/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtMjcyNTYwNzQ0MjM5DA
POEA,"February 13, 2023",POEA Memorandum Circular No.03 Series of 2006,PENDING,"For Clarification, and Information",01/20/2006 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBPRUEtMTM5NTQwMzcwMjgzDA
DOH,"February 13, 2023",Vaxcert Follow up,SUCCESSFUL,Document request.,01/16/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00NjcxMjUyMzk0NDkM
DSWD,"February 13, 2023",List of orphanages in Cagayan that has records of amoebiasis cases,PENDING,Research requirement,01/10/2021 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtMzczMzU1NzAwNzAyDA
NNC,"February 13, 2023",Top 10 barangays with highest rate of Malnutrition in Aparri,PENDING,For undergraduate research,01/10/2021 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5OQy02Njk1NDc4MzM3MjEM
PCMC,"February 13, 2023",Philippine children's medical center study,PENDING,Undergraduate Thesis Research,01/31/2022 - 01/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDTUMtNDI4MjI2NTE2MjgyDA
PCMC,"February 13, 2023",Philippine children's medical center,PENDING,Undergraduate Thesis Research,01/31/2022 - 01/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDTUMtOTc3NTMxNDczNzA2DA
PCMC,"February 13, 2023",Philippine children's medical center study,PENDING,Undergraduate Thesis Research,01/31/2022 - 01/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDTUMtMjI3NDMzOTE0ODI1DA
DepEd,"February 13, 2023",Request for Form 137,PENDING,Request for Form 137,02/13/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTAyMzkzNzE4MzQ1NAw
PAGASA,"February 13, 2023",rainfall intensity (mm/hr) in tambubong san rafael bulacan,ACCEPTED,Undergraduate Thesis,01/01/2000 - 02/12/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS03NDQyNTE4NjUxNjAM
DENR,"February 13, 2023",Local flood protection and damage mitigation plan within the Abra River Basin,PENDING,Research and development (Thesis),01/01/2020 - 02/12/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItMTA4NTA5MTM4NjcwDA
UsaP,"February 13, 2023",Tax declaration/Tax Map and TCT,PENDING,For Capstone Design Research,02/09/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtMDA4NDU0MTI0MTk1DA
MARINA,"February 13, 2023",List of local/Filipino international cruise ship companies,PENDING,Industry Research initiatives,01/01/2021 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE01BUklOQS05OTA0MTIwNTE0NjAM
DENR,"February 13, 2023",Geochemistry of Agno River sediments or chemical analysis of rocks within Baguio Mineral District,PENDING,Research,02/12/1950 - 02/12/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItNDg5NTM1NDkxNDA0DA
NAMRIA,"February 13, 2023",Topographic Survey and River Profile of Sta. Rita River and Kalaklan River in Olongapo City,PENDING,Thesis,01/01/2020 - 02/11/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyJAsSB0NvbnRlbnQiF0RFTlJOQU1SSUEtNTA0ODM0MjIwMzg5DA
NBI,"February 13, 2023",Harrasment and Death threats from on line loan app,PENDING,To stop sending death threats and harassment thru te,02/12/2023 - 02/12/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0xODI5ODI5OTU3NDEM
NBI,"February 13, 2023",Stop ALL Online LENDING APPS,PENDING,Investigate OLA IN THE PHILIPPINES,01/31/2023 - 02/11/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0zNjg0NzY4NTk0OTYM
LTFRB,"February 13, 2023",Memorandum Circular 2008-013,PENDING,Thesis,02/13/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkxURlJCLTc3NDMwMTQ2MTAxNQw
DepEd,"February 13, 2023",Australian College Application,SUCCESSFUL,Requirements for Visa application,06/07/2010 - 04/01/2014,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTM3ODA3ODcxNzE4Mgw
PCSO,"February 13, 2023",Request for Guarantee Letter,PENDING,Medical Assistance/Guarantee Letter,02/13/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tMTYyNDMxMzIyNzYxDA
UsaP,"February 13, 2023","CLUP, CDP, Zoning Ordinance and etc.",PENDING,Capstone Design Research/Thesis,02/09/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtMjcyNTYwNzQ0MjM5DA
POEA,"February 13, 2023",POEA Memorandum Circular No.03 Series of 2006,PENDING,"For Clarification, and Information",01/20/2006 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBPRUEtMTM5NTQwMzcwMjgzDA
DOH,"February 13, 2023",Vaxcert Follow up,SUCCESSFUL,Document request.,01/16/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00NjcxMjUyMzk0NDkM
DSWD,"February 13, 2023",List of orphanages in Cagayan that has records of amoebiasis cases,PENDING,Research requirement,01/10/2021 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtMzczMzU1NzAwNzAyDA
NNC,"February 13, 2023",Top 10 barangays with highest rate of Malnutrition in Aparri,PENDING,For undergraduate research,01/10/2021 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5OQy02Njk1NDc4MzM3MjEM
PCMC,"February 13, 2023",Philippine children's medical center study,PENDING,Undergraduate Thesis Research,01/31/2022 - 01/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDTUMtNDI4MjI2NTE2MjgyDA
PCMC,"February 13, 2023",Philippine children's medical center,PENDING,Undergraduate Thesis Research,01/31/2022 - 01/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDTUMtOTc3NTMxNDczNzA2DA
PCMC,"February 13, 2023",Philippine children's medical center study,PENDING,Undergraduate Thesis Research,01/31/2022 - 01/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDTUMtMjI3NDMzOTE0ODI1DA
DepEd,"February 13, 2023",Request for Form 137,PENDING,Request for Form 137,02/13/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTAyMzkzNzE4MzQ1NAw
PAGASA,"February 13, 2023",rainfall intensity (mm/hr) in tambubong san rafael bulacan,ACCEPTED,Undergraduate Thesis,01/01/2000 - 02/12/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS03NDQyNTE4NjUxNjAM
DENR,"February 13, 2023",Local flood protection and damage mitigation plan within the Abra River Basin,PENDING,Research and development (Thesis),01/01/2020 - 02/12/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItMTA4NTA5MTM4NjcwDA
UsaP,"February 13, 2023",Tax declaration/Tax Map and TCT,PENDING,For Capstone Design Research,02/09/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtMDA4NDU0MTI0MTk1DA
MARINA,"February 13, 2023",List of local/Filipino international cruise ship companies,PENDING,Industry Research initiatives,01/01/2021 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE01BUklOQS05OTA0MTIwNTE0NjAM
DENR,"February 13, 2023",Geochemistry of Agno River sediments or chemical analysis of rocks within Baguio Mineral District,PENDING,Research,02/12/1950 - 02/12/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItNDg5NTM1NDkxNDA0DA
NAMRIA,"February 13, 2023",Topographic Survey and River Profile of Sta. Rita River and Kalaklan River in Olongapo City,PENDING,Thesis,01/01/2020 - 02/11/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyJAsSB0NvbnRlbnQiF0RFTlJOQU1SSUEtNTA0ODM0MjIwMzg5DA
NBI,"February 13, 2023",Harrasment and Death threats from on line loan app,PENDING,To stop sending death threats and harassment thru te,02/12/2023 - 02/12/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0xODI5ODI5OTU3NDEM
NBI,"February 13, 2023",Stop ALL Online LENDING APPS,PENDING,Investigate OLA IN THE PHILIPPINES,01/31/2023 - 02/11/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0zNjg0NzY4NTk0OTYM
LTFRB,"February 13, 2023",Memorandum Circular 2008-013,PENDING,Thesis,02/13/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkxURlJCLTc3NDMwMTQ2MTAxNQw
DepEd,"February 13, 2023",Australian College Application,SUCCESSFUL,Requirements for Visa application,06/07/2010 - 04/01/2014,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTM3ODA3ODcxNzE4Mgw
PCSO,"February 13, 2023",Request for Guarantee Letter,PENDING,Medical Assistance/Guarantee Letter,02/13/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tMTYyNDMxMzIyNzYxDA
PSA,"February 13, 2023",Change of National ID Delivery Address and Mobile Number,PENDING,Change of PhilSys ID delivery address and registered mobile number,02/12/2023 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS02OTY2MzU4MDU1NjgM
DepEd,"February 13, 2023",3-In-1 Mini Dry Dust Vacuum (Feasibility study),DENIED,For us to be able to do a re-defense and give our study stand and graduate.,06/01/2017 - 06/02/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTI5NjY2NDYzMDM4OAw
DepEd,"February 13, 2023",3-In-1 Mini Dry Dust Vacuum (Feasibility study),AWAITING CLARIFICATION,For us to be able to do a re-defense and give our study stand and graduate.,06/01/2017 - 06/02/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTU5NzEwMjM3NjA2MQw
MMDA,"February 13, 2023","AADT, Traffic Volume, Speed and Density",PENDING,Thesis,01/01/2020 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtODc1Mzk0ODcwNjA2DA
MIAA,"February 13, 2023",NAIA FLIGHT OPERATIONS: Local Airline Operations and Average Turnaround Time statistics (2020-2022),PENDING,Research purposes,01/01/2020 - 02/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1JQUEtMzAwNzQ2OTgyNzkzDA
MMDA,"February 13, 2023",QCPD Road Accidents (2018-2022),PENDING,Research and development,01/01/2018 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtMjA1NzM3NjkzMzA0DA
CHED,"February 13, 2023",population of veterinary students per school,PENDING,Thesis Paper about designing a veterinary school,01/01/2016 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNTk3NzE4MjUxMTg2DA
CHED,"February 13, 2023",3-In-1 Mini Dry Dust Vacuum (Feasibility study),PENDING,For us to do a re-defense and prove our stand with our study and graduate at the end of semester.,06/01/2017 - 06/02/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNDc3MTU3MDI5OTY4DA
CHED,"February 13, 2023",3-In-1 Mini Dry Dust Vacuum (Feasibility study),PENDING,For us to be able to do a re-defense and give our study stand and graduate.,06/01/2017 - 06/02/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtMTYyNDkxNTM4ODY3DA
CHED,"February 13, 2023",schools that caters Veterinary Medicine,PENDING,Thesis Paper about Designing a Veterinary School,01/01/2016 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtODk2MTU1ODE0MjMwDA
DOH,"February 13, 2023",Vaccination card,SUCCESSFUL,Maka complete vaccine na Po Sana,12/02/2021 - 02/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05MDExNjc2NjU1NjAM
NBI,"February 13, 2023",Online scammer,PENDING,To bring back the money i gave them,02/12/2023 - 02/12/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0xNzA1MjkzMTIxNDcM
PSA,"February 13, 2023",Brgy. 649 Baseco Compound Statistical Profile,PENDING,Undergraduate Thesis,01/01/2019 - 02/12/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0wODM1MjI2OTQ3MDkM
DPWH,"February 13, 2023","Shape file of roads in Mangaldan, Pangasinan",PENDING,Research and Development,01/01/2017 - 09/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMzMzMjA0NjQ0NDkwDA
DOH,"February 12, 2023",Cancellation Request for VaxCert Update Request,SUCCESSFUL,Cancellation Request,02/12/2023 - 02/12/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNzc4NjA2MDU1MzUM
