agency,date,title,status,purpose,period_covered,link
NCIP,"May 08, 2022",NCIP certificate,PENDING,Requirements in BJMP/Jail Officer 1,05/08/2022 - 05/08/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU5DSVAtODM2MTY1MDE2NjY2DA
BIR,"May 08, 2022",Tax Information related to Book Importation,PENDING,Business Development,04/28/2022 - 05/08/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi02NDY3NDM5MjU0MzIM
DTI,"May 08, 2022",List of accredited International Sea Freight Provider as of May 2022,PENDING,Business Development,04/29/2022 - 05/08/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS0xODcyMjg3NzkwNTkM
DOE,"May 08, 2022",LPG Players with Valid SCC in Region 3 as of May 2022,PENDING,Business Development,04/15/2022 - 05/08/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPRS01NjU4OTEwNTMyMjYM
IC,"May 08, 2022",Insurance Commission Licensed Number,PENDING,Financial Advisor Application,03/01/2015 - 03/31/2015,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0lDLTAwNDc2NTM1ODQ3Mww
BOC,"May 08, 2022",List of Accredited Entities on Bureau of Customs,PENDING,Business Development,04/01/2022 - 05/08/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJPQy0yOTI5NDk2OTM5NTEM
POEA,"May 08, 2022",Booster Certification,PENDING,Travel abroad,07/01/2021 - 07/29/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBPRUEtMzM1NTQ0NTA4NjUzDA
CHED,"May 08, 2022",The number of college students in Mandaluyong City and Pasig City.,PENDING,"Thesis, Academic Requirement.",05/08/2022 - 05/08/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtMTg0MDg0MDk4ODg1DA
LRA,"May 08, 2022",Request of subdivision plan PSD-04-047224,PENDING,"For permit purposes, loan and house construction",04/05/2022 - 05/05/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExSQS00ODcwODQzOTk5NjkM
PSA,"May 08, 2022","The number of residents in PCUP-RPG VILLE, Antipolo City",PENDING,Research and Development,05/08/2022 - 05/08/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0wNjgyMzYwOTE4NDEM
OVP,"May 08, 2022",Medical Assistance,PENDING,For Medical Assistance. premture Baby,04/27/2022 - 05/08/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC0yMTEyNTU0NTM0OTMM
