agency,date,title,status,purpose,period_covered,link
PAGASA,"June 26, 2022",Eastern Samar Climactological Data,PENDING,Research,01/01/2022 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS00MzU2MzQ1NTM4MjIM
CHED,"June 26, 2022",The number of enrolled college students in Las Pinas City,PENDING,"Research, Thesis Writing",08/12/2021 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtMDEwNDgzNjQzMzk1DA
DOTr,"June 26, 2022",Request for Total Number of Commuters in NCR,PENDING,Research Proposal as part of the academic requirement,01/01/2022 - 06/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPVHItMTEyMTI3MDgxMDQ2DA
DOH,"June 26, 2022",Drug Rehabilation Record onfile with my Brother Joel Trinidad Bermas@ Bicutan Rehab Center,PENDING,Evidence to the court And other legal purposes.,01/01/1996 - 01/01/1999,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yNjU0MzEzMTAyMDcM
SEC,"June 26, 2022",UNFAIR PRACTICES OF OLP PH,PENDING,Report harrassment by OLP PH Report unfair debt collection practices of OLP PH,06/19/2022 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy03MTkzMTA5NDY3MTUM
PNP,"June 26, 2022",Unfair Debt Collectio Practice of OLP PH,ACCEPTED,Report harrassment by OLP PH Repory unfair debt debt collection practices of OLP PH,06/19/2022 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC00NDM3OTEyODExNTMM
NBI,"June 26, 2022",Harrassment by OLP PH,PENDING,To report harrassment by OLP PH To report malicious act of OLP PH,06/19/2022 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS02MzcxMTY0NjE5NjAM
PSA,"June 26, 2022",Mushroom Growers in the Philippines 2010-2020,PENDING,Feasibility Study,01/01/2010 - 01/01/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS04NDI3NjQ4NDY0OTYM
DOH,"June 26, 2022",VaxCertPH,PENDING,Urgent travel,05/01/2021 - 05/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01MDE4MzczMjU2NjIM
SEC,"June 26, 2022",Top financing companies (asset),PENDING,Research,01/01/2021 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy04OTgzMjYzOTUyOTMM
PRC,"June 26, 2022",The number of population of CPA in NCR,PENDING,Accounting Research (Thesis),01/01/2020 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy02NDUxODQyNDEwOTYM
PNP,"June 26, 2022","update on the COVID 19 situation of PRO 1, vaccination update among personnel and crime rate in Regi",ACCEPTED,"Radio report, to inform the public",01/01/2022 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0zMDk2NzQ4NTA5MjYM
GCG,"June 26, 2022",CPCS ATI AND ANNEX A FOR THE SOCIAL SECURITY SYSTEM,PENDING,FOR INFORMATION DESIMINATION WITH SSS EMPLOYEES,06/01/2022 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEdDRy04MTQzNDY2ODI3MTEM
PH,"June 26, 2022",Requirements for Lost Philhealth ID,PENDING,Inquiry,05/26/2022 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD1BILTgwNDI4MTYxNDcxMgw
DOH,"June 26, 2022",Vax Cert Birthday Update,PENDING,"To update my Vax Cert Record. My birthday shows March 11, 1979, but it is March 16, 1979.",06/04/2021 - 01/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00NTI5MjEyMjAxMzIM
DOTr,"June 26, 2022",Annual Road Accident Reports in Metro Manila,PENDING,Thesis,01/21/2016 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPVHItODMzMTU4Mjg1ODcyDA
DOH,"June 26, 2022",Covid-19 Vaccination Card,PENDING,Employment,03/10/2022 - 03/10/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0zMzcyNDM1NDcwODIM
UsaP,"June 26, 2022",Comprehensive Land Use Plan (CLUP),PENDING,Architectural Academic Purposes (For Thesis),06/26/2022 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtNjAxNjA1OTcyMDQ3DA
DepEd,"June 26, 2022",DROP-OUT RATE AND HOME VISITATION DATA OF HIGH SCHOOL IN PASIG CITY,PENDING,I am currently conducting Thesis I on the Analysis and Application of Modelling Student at Risk of,06/26/1972 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTQxODgzNjc5MDcyMww
DOH,"June 26, 2022",Change of birthdate in vaccination certificate,PENDING,Will be used for travel documents in November to Thailand,06/22/2021 - 07/20/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wMjAwMjY4MzA2NTAM
BIR,"June 26, 2022",Income Tax Return,PENDING,For emplyoment,01/22/2022 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi00OTM3NzY4Mjc1MjkM
PNR,"June 26, 2022","Request for Subic-Clark Railway alignment data in Porac, Pampanga.",PENDING,Academic Town Planning Project,06/24/2022 - 06/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUi0wODk3Njc0MzYzMTMM
LTFRB,"June 26, 2022",Number of Registered Public Utility Buses in the Philippines,PENDING,Market Research,01/01/2011 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkxURlJCLTA0NjQxMTI5OTIxOQw
DSWD,"June 26, 2022","List of SAP Beneficiaries in Santiago, Ilocos Sur",PENDING,Research and Development,04/01/2020 - 06/01/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtODY5ODYxOTUxMzU0DA
NTC,"June 26, 2022",Lost Phone,PENDING,Tracking my cellphone IMEI : 863742054184703,06/23/2022 - 06/23/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy02OTY4OTY3MDM0MjgM
DOH,"June 26, 2022",Covid cases stat for past 3-5months.,PENDING,School presentation,02/01/2022 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00MjA4MzA4NDc4MTgM
BIR,"June 26, 2022",ITR 2316,DENIED,Employment,01/01/2022 - 04/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0yMjU1ODg3NDkyMDUM
DBM,"June 26, 2022",DBM Circulars pertaining to NGAs availing training packages from Philippine Red Cross,PENDING,Compliance to existing guidelines on procurement and disbursement.,01/01/2007 - 06/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERCTS0xNTE3MjIzODI0MzkM
DOH,"June 26, 2022",change my surname in my vaccine card,PENDING,use for travel purposes,11/09/2021 - 12/11/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0zMTc1ODIzODY2ODEM
