agency,date,title,status,purpose,period_covered,link
DPWH,"October 28, 2022",Streamflow Records of Maridagao River Sub-Basin,PENDING,Research,10/28/2010 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMzIyMjE1Mzk5MDQ3DA
SEC,"October 28, 2022",Harrassement po ng OLA,PENDING,Para matigil ang pang haharas nila sa mga tao,10/26/2022 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy01MTE0NTAwNzI5MTAM
DENR,"October 28, 2022",Watershed Map of Maridagao River Basin,PENDING,Research,09/07/2010 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItNTAzNDc5MjQ2NDQ1DA
BFAR,"October 28, 2022",List of Fishermen in Bicol Region,PENDING,"Research and Development, Thesis Data and Analysis",10/27/2022 - 10/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJGQVItNzk5NzQ5OTE1MzQyDA
LTO,"October 28, 2022",Motor Vehicle Registration Inquiry,PENDING,Personal Use,10/15/2022 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy0xNTU1NjYxMTUyMzAM
PSA,"October 28, 2022",Population of Subanens/IPs in Region X,PENDING,Academic Research,10/28/2022 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS01NTQ0MzkyOTM0MjIM
CDA,"October 28, 2022",Cooperative Annual Performance Report,PENDING,Thesis paper,01/31/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENEQS05MjkxOTU5NTk5OTYM
DOE,"October 28, 2022",Energy Utilization Intensity for the various sectors,PENDING,We will use the EUI to determine the direction for energy efficiency opportunities in the Philippine,01/01/2020 - 01/01/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPRS0wNDUwOTgwMDU2MzYM
NTC,"October 28, 2022",Stolen Cellphone,PENDING,Track and trace,10/27/2022 - 10/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy00MTQ2OTcxNzUwNjcM
DepEd,"October 28, 2022",NCAE RESULT,PENDING,Personal Document,06/01/2015 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTIzODkzODA2MjIyNgw
PAGASA,"October 28, 2022",The average amount of rainfall in Mandaluyong City for the year 2021,ACCEPTED,Research and Development for a study of Rainwater Harvesting,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS01MDk0OTA3NzI2MTMM
PNP,"October 28, 2022",Online Lending Apps Harrassment and Hacking Private Contacts,PENDING,Harrassment Report,09/27/2022 - 10/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC05NTkyMTE0NTYwOTkM
OVP,"October 28, 2022",promissory note,PENDING,for payment of my promissory to the hospital Philippine Heart Center.,10/21/2022 - 10/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC05MzUyMDE0MjE0NzQM
DOH,"October 28, 2022",Vax Certificate of booster shot at SIVC NPF 2022 Jan 06,ACCEPTED,Travel,01/06/2022 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNDk4MjMzNDAxNjAM
CHED,"October 28, 2022",Number of Enrollees in BS Forestry and Agroforestry in State Universities and Colleges in Bicol Regi,ACCEPTED,The data will be use for the User Analysis for our Architectural Thesis.,01/01/2016 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNTE1OTU0NzIwODI1DA
PNP,"October 28, 2022","Number of Cases of VAWC in Kayapa, Nueva Vizcaya",PENDING,reference for my report,01/01/2021 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0wOTI3MjIzODc4MTUM
DPWH,"October 28, 2022",Wastewater Flow Plan,PENDING,Research,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMDUzNDUyNjIyMjg2DA
DOH,"October 28, 2022",Projected Population in Cavite with depression,PENDING,thesis,08/26/2015 - 08/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01ODgwMjA1NDQ5MzMM
PSA,"October 28, 2022",Projected Patient Population in Cavite,PENDING,THESIS,08/26/2015 - 08/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0yODc1NzY3MzA5NDcM
PSA,"October 28, 2022",Average Wastewater Rate,PENDING,Research,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0zNDAyMTA4MTc1MzMM
SEC,"October 28, 2022",THREATENING MY LIFE IN DANGER AND HARRASSMENT,PENDING,Help me for immediate actions para hindi na po pagbantaan ang buhay ko at harassment sa mga contacts,10/24/2022 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy05ODU0NTcyMDE2NTYM
SEC,"October 28, 2022",THREATENING MY LIFE IN DANGER AND HARRASSMENT,PENDING,Help me for immediate actions para hindi na po pagbantaan ang buhay ko at harassment sa mga contacts,10/24/2022 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy0xNjgyOTM2ODUyOTIM
NAMRIA,"October 28, 2022",Topography Map,PENDING,Research,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyJAsSB0NvbnRlbnQiF0RFTlJOQU1SSUEtNTg4NDczMjUyODc0DA
BIR,"October 28, 2022",email address for RDO 126 to RDO 24,SUCCESSFUL,need to transfer RDO,01/01/2014 - 10/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi03ODkyODg0MTgwMTgM
PNP,"October 28, 2022","Raw data of bicycle and pedestrian-related accidents in Mangaldan, Pangasinan",PENDING,Research and development.,01/01/2017 - 09/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0wNjk1NTAxOTkyODMM
NTC,"October 28, 2022",Stolen cellphone,PARTIALLY SUCCESSFUL,Block and Lock,10/24/2022 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0wOTA4NDYyMDMxNDEM
PSA,"October 28, 2022",Data about the abused Children and Elderly in the Philippines,PENDING,Architectural Thesis Research Writing,01/01/2017 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS01MjEzNTU1MjU2ODkM
DSWD,"October 28, 2022",Data about the abused Children and Elderly in the Philippines,PENDING,Architectural Thesis Research Writing,01/01/2017 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNTg5MjE0NzYwMDI2DA
DPWH,"October 28, 2022",CENTRAL MINDANAO HIGH STANDARD HIGHWAY PROJECT,PENDING,Architectural Thesis,10/14/2022 - 10/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNjE5NjUzMzIwOTgwDA
DAR,"October 28, 2022",TCT No. C-191,PENDING,For verification,06/10/1992 - 10/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERBUi00ODc3NjI3OTAxMTIM
DPWH,"October 28, 2022",2021 DPWH DETAILED UNIT PRICE ANALYSIS,PENDING,Research and development Cost estimate database,12/01/2020 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNDQ2MjcxODk1MTAwDA
HDMF,"October 28, 2022",Pagibig Loan Voucher,PENDING,for employment,07/01/2007 - 07/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUhETUYtMjgxNjQwMjc1MjE2DA
PNP,"October 28, 2022",The Number of Cases of Death/Serious Physical Injury on Motorcycle Vehicles,PENDING,Thesis Dissertation in Masteral Degree Course,10/28/2010 - 10/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0wMTQ2MjE1NzM5NjAM
DepEd,"October 28, 2022",Form 137,PENDING,Visa Processing,06/01/2002 - 06/10/2004,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTkwMjEzMjY1NzU2Mww
