agency,date,title,status,purpose,period_covered,link
BatSU,"November 09, 2022",List of Graduates from AY 2021-2022 of Bachelor of Industrial Technology - Automotive Technology,ACCEPTED,Research Study,11/09/2022 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkJBVFNVLTY5OTUwMzUwOTQwMQw
NHA,"November 09, 2022","The Technical Plans for Bistekville 2, Novaliches, Quezon City",PENDING,Academic Purposed,10/11/2013 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5IQS0wMDA3MjU3NzI5MDUM
RTU,"November 09, 2022",The Land Area of Rizal Technological University - Boni Campus,PENDING,Project Feasibility,11/09/2022 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFJUVS01ODM5Njg5MjU0ODIM
PPA,"November 09, 2022",Floor Plans of Local Ferry Terminals,AWAITING CLARIFICATION,Architecture Capstone Reference,11/09/2000 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBQQS0yMDgwMTk2MDg5MTMM
DSWD,"November 09, 2022",Number of Bed Capacity of Street Children Shelters in NCR,PENDING,Undergraduate Thesis Writing Research,11/09/2022 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNzMyNDI4MzY4NTM2DA
NTC,"November 09, 2022",SIM REGISTRATION LAW,ACCEPTED,Additional Knowledge and Research,10/24/2022 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy05NTc3OTA3MTE0MDYM
NKTI,"November 09, 2022",Number of Young Kidney Patients in the Philippines (2019-present),PENDING,Research,XX/XX/2019 - XX/XX/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU5LVEktNDY5MTE3NzIxMDI5DA
SEC,"November 09, 2022",Upeso,PENDING,OLA victim,11/06/2022 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy01NDczOTA1Nzk4NTAM
DOH,"November 09, 2022","Number of Suicide Cases in Albay, Bicol from year 2017 to 2019",PENDING,Architectural Research,01/01/2017 - 12/31/2019,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03NzU3ODUyNDUxOTIM
DSWD,"November 09, 2022",DSWD for PWD,PENDING,Research,01/09/2016 - 12/09/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNjU5ODEyOTM3NzUxDA
FDCP,"November 09, 2022",The number of original Filipino films screened online during the pandemic,PENDING,Thesis paper,04/17/2020 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUZEQ1AtODYxMzY2MjE1NTc1DA
PSA,"November 09, 2022",List of establishment registered on Barangay barangay micro enterprises,PENDING,Research and development,01/01/1900 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0wMjE1MjEwMDE3MTMM
DSWD,"November 09, 2022",raw data set of child labour in the philippines,PENDING,research data mining,01/01/2016 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtOTY2NTQ0MDM4NjQ4DA
CHED,"November 09, 2022",Student Population of Manila University Belt,PENDING,Research Paper,11/09/2022 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNTcwNzkwODEyNjM0DA
PSA,"November 09, 2022",Number of Dementia Cases in Calabarzon,PENDING,Thesis Purposes,01/01/2018 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS01OTMzMzQxNTY4MDcM
PSA,"November 09, 2022","Volume of Production of Oyster in Alaminos, Pangasinan",PENDING,Market Analysis,01/01/2011 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS01OTU5NDE5MTM4MzUM
DA,"November 09, 2022","Volume of Production of Oyster in Alaminos, Pangasinan",PENDING,Market Analysis,01/01/2011 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0RBLTAyMTIwOTE4NjI5NQw
LRA,"November 09, 2022",Lot data computation,PENDING,Pag ibig loan,01/01/2022 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExSQS04ODM4NDk4MDQ1MjIM
PSA,"November 09, 2022","Labor Participation, Employment, Unemployment Statistics",PARTIALLY SUCCESSFUL,Academic Purposes,01/01/2012 - 10/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0zMTYzMTY0NzIzNzcM
DILG,"November 09, 2022",Comprehensive National Juvenile Intervention Program Assessment,PENDING,Policy research,11/09/2022 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJTEctNjc2OTIxMzcwMjM0DA
NAMRIA,"November 09, 2022",GIS of Barangay Boundary in the Philippines,REFERRED,Research and Development,11/09/2015 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyJAsSB0NvbnRlbnQiF0RFTlJOQU1SSUEtMjYyNDA2NTc4NDQyDA
DND,"November 09, 2022",The Land Bearing of the Philippine Navy HQ (Jose Andrada Naval Station),PENDING,for Architectural Thesis Proposal,10/08/2022 - 10/08/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERORC01Njc2ODg1MzkyNDQM
DOH,"November 09, 2022",EXISTING FLOOR PLANS,PENDING,Academic Research,11/09/2022 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01NDQ4NjM0OTkyMTIM
PHLPost,"November 09, 2022",Track Postal ID,PENDING,DFA requirements,09/26/2022 - 09/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFFBITFBvc3QtNDExOTUzMTQ2OTg0DA
DOH,"November 09, 2022",Missing 2nd dose record vaxcerr,SUCCESSFUL,Record purposes,11/09/2022 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00OTYxNzcwNzc1OTMM
SEC,"November 09, 2022",Corporate bond yield,PENDING,Research,12/31/2021 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy03Mzg2NzM2ODAxMjcM
PRC,"November 09, 2022",Board Passer and Performance Certification,PENDING,FOR PACUCOA Accreditation,06/01/2019 - 03/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy0xNjk3ODQxNDQ3NjIM
LMB,"November 09, 2022",Detailed Step by step process of DENR issuing a title,PENDING,For MBA Research and Development,01/01/2008 - 11/09/2009,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItNjAwNDAxNTE4MDQ5DA
DOH,"November 09, 2022",Wrong Birthday on my Vaccination Certificate,SUCCESSFUL,Travel to Bali Indonesia,11/09/2022 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00NTg4MTkyODc0ODMM
DOH,"November 09, 2022",Wrong Birthday on my Vaccination Certificate,SUCCESSFUL,Travel to Bali Indonesia,07/15/2021 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00MDU0MDA2NjE1NDIM
