agency,date,title,status,purpose,period_covered,link
LRA,"March 28, 2023",Mother Title,PENDING,Checking,04/26/1927 - 11/14/1927,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExSQS0zNTA2NTA3MzEyMzYM
DepEd,"March 28, 2023",The number of Teachers age 23 to 43,PENDING,Research and Development,01/01/2023 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTc1MTQ4ODk4OTMzMww
LMB,"March 28, 2023",Cadastral map of Kabacan North Cotabato,PENDING,Farmland Geographic Information System,03/28/2023 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItNjcwMjA2NzYzMjU3DA
CHED,"March 28, 2023",Applying for scholarships,PENDING,Applying scholarships,03/27/2023 - 03/27/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtMjQ1NjE2NTk2OTgxDA
NHA,"March 28, 2023",Areas Under Jurisdiction of National Housing Authority,PENDING,Research and Development,01/01/2023 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5IQS0zNzk3MzM4ODM5MDcM
LRTA,"March 28, 2023",LRT LINE 2 Antipolo Extension - Soil Investigation Report Near Wilcon Depot Mayamot,PENDING,Capstone Design Project,01/01/2018 - 03/27/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUxSVEEtNzY5MDY1MjEwNDc1DA
NTC,"March 28, 2023",Track my lost phone using my mobile number,PENDING,TRACK MY LOST PHONE,03/26/2023 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy02MDQxMDc1MDY2NjUM
DOJ,"March 28, 2023","NBI Disposition Form: 03-12580 (Received at OPP-Rizal on Oct. 24, 2003)",PENDING,For Due Diligence,04/08/2004 - 04/08/2004,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSi01NjEyNDQyNzYzMjkM
NBI,"March 28, 2023","NBI Disposition Form: 03-12580 (Received at OPP-Rizal on Oct. 24, 2003)",PENDING,For Due Diligence,10/10/2003 - 04/08/2004,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS01NTAwODg5Njg3ODQM
DOH,"March 28, 2023","Down Syndrome Population in the Philippines and in Lipa City, Batangas",PENDING,Capstone project,01/01/2020 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03ODc4MTgxMDE2OTEM
NBI,"March 28, 2023",Block my stolen phone oppo reno 4 pro,PENDING,Block my phone para hindi na po magamit,03/27/2023 - 03/27/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0xNzA1OTYyNzAzOTUM
NTC,"March 28, 2023",Blocking my stolen redmi phone,PENDING,I want to block it ASAP for the safety of my accounts and files so they no longer use it.,03/22/2023 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy01MTk5MjkyMjM0OTYM
POEA,"March 28, 2023",South Korea Factory Workers Job Order from the Philippines,PENDING,Research,01/01/2019 - 03/27/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBPRUEtMzcyNjUxMzA1NDk0DA
CHED,"March 28, 2023",Transcript of Records,PENDING,Employment abroad,06/06/1993 - 03/20/2000,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNTE2MTQ4ODEyMzkwDA
PRC,"March 28, 2023",PRC online account name for editing,PENDING,To correct my last name.,03/28/2023 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy04NDc3NTEwNjA5MjUM
PRC,"March 28, 2023",To Correct my last name in my prc online account,PENDING,To correct my last name in my prc-leris online account,03/28/2023 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy05NDU5Mjc4NzY2NTAM
PAGASA,"March 28, 2023",rainfall intensity data (idf file),ACCEPTED,Storm management design for a proposed subdivision,03/27/1923 - 03/27/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS0wNzU2MDE2MTczOTMM
BI,"March 28, 2023",Arrival sticker,PENDING,Arrival sticker,03/28/2023 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTQ2ODkxODExMjA5NQw
NBI,"March 28, 2023",CiMB scammer account,PENDING,Retrieve money from scammer accounts,03/27/2023 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0wNzM2NzM4OTY2MjMM
PRC,"March 28, 2023",Master Plumber and Sanitary Engineer,PENDING,Research and Development,01/30/2023 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy02NDU3ODk3NjIxMTQM
DPWH,"March 28, 2023",Plumbing/Sanitary Permit,DENIED,For Research and Confirmation,01/01/2023 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtODA0MDM1MDUxNjc3DA
DSWD,"March 28, 2023",Standards for Child Development and Day Care Centers,ACCEPTED,This will help me support my undergraduate thesis,03/28/2023 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtOTcxNzk1MjUyMzE2DA
PNP,"March 28, 2023",margareth rillo convicted as serial killer real-time blacklisted 42 age at San Juan Manila.,PENDING,PNP Blotter Report for suspect margareth rillo employment banned permanent death in PH.,01/01/2018 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0wNDQwMDUyMTc2NTUM
PNP,"March 28, 2023",margareth rillo convicted as serial killer real-time blacklisted banned in 77GlobalPh blackout,PENDING,PNP Blotter Report for suspect margareth rillo employment banned permanent death in PH.,01/01/2018 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0wNjkwODQwOTUwMTIM
PNP,"March 28, 2023",suspected serial killer margareth rillo in San Juan Manila real-time ban 77GlobalPH 6329157747,PENDING,PNP Blotter Report for suspect margareth rillo employment banned permanent death in PH.,01/01/2018 - 03/28/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC05MTM4NzUxMDE2MjgM
