agency,date,title,status,purpose,period_covered,link
BIR,"February 27, 2022",Verify RDO Branch Location,PENDING,Verify RDO Branch Location,02/27/2022 - 02/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0zNzc1NjgwNzQ4NzcM
NTC,"February 27, 2022",Redmi Note 10s IMEI: 867034055115803,PENDING,Retrieval of Stolen Phone,02/27/2022 - 02/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0wMTU4MzE3MzAzNTEM
PRC,"February 27, 2022",PRC online date of birth mismatched,PENDING,registration for e-oath,02/27/2022 - 02/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy02Njc2OTA2MTI1OTYM
BJMP,"February 27, 2022",San Mateo Municipal Jail Data,PENDING,Thesis Research Writing,01/01/2016 - 02/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJKTVAtMjAxNzQzOTU2ODQ3DA
AFP,"February 27, 2022",ROTC SERIAL NUMBER,PENDING,I would like to know if i can be a reservist,07/01/1999 - 04/01/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEFGUC0xMDc2MTAwMDg5MDIM
DPWH,"February 27, 2022",The number of infrastructures built during the time of Cory Aquino,PENDING,Fact-checking,02/25/1986 - 06/30/1992,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMzY4NDkxNzAxMzIxDA
PAGASA,"February 27, 2022",The Water Levels of Pantabangan Dam from January 2011 to December 2020,PENDING,Partial Fulfillment for Senior High school Research,01/01/2011 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS00ODc4NDYzNjIyOTMM
DOH,"February 27, 2022",Update missing vaxcert record.,PENDING,Update record to generate vaxcert certificate for travel.,10/13/2021 - 11/10/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yODgzNTA0MTQwNzYM
BTr,"February 27, 2022",Export of Philippine Debt,PENDING,Purpose is for a thesis on economic progress and information gathering.,01/01/1944 - 02/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJUci0zNTUwNDkyNjg2MDcM
AMLCS,"February 27, 2022",Bontoy money changer,PENDING,Requirement for use to BSP,02/27/2022 - 02/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkFNTENTLTg1NjY0OTI3NTMzNQw
LRA,"February 27, 2022","approved subdivision plan for Guingona Subdivision, Butuan City. Agusan del Norte",PENDING,For relocation survey of property.,01/01/1990 - 02/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExSQS0yMDM0MTI5NDM3NjIM
DOH,"February 27, 2022",Booster record,PENDING,Travel purpose,02/27/2022 - 02/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02MzI1MTM4MzU0MzkM
FDCP,"February 27, 2022",The number of moviegoers and gross sales recipts in MMFF yearly,PENDING,Research (student),01/01/2010 - 01/01/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUZEQ1AtNjM0MzM3MzQ4OTk3DA
OVP,"February 27, 2022",Hospital Bill Assistance,PENDING,Medical Assistance for my husband. He is a critical covid-19 patient.,09/10/2021 - 02/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC03MzUwODY0NzU3MTQM
DOH,"February 27, 2022",Vaccination Certificate with QR Code,PENDING,For Travel Abroad.,10/20/2021 - 11/11/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03Nzk5NDQ2NTk3NzkM
DOH,"February 27, 2022",Lost Vaccine Card,PENDING,Replacement,02/21/2022 - 02/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00MTAxMDM2NTExMzAM
BAR,"February 27, 2022",Philippines Rice Production & Affecting Factors,PENDING,Philippines Rice Production & Affecting Factors - We help to improve rice production.,01/01/2015 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJBUi04NTA5MzEzNTk5NzEM
