agency,date,title,status,purpose,period_covered,link
PNP,"March 10, 2023","Number of Police Station Personnel by Sex, City/Municipality in Bohol",PENDING,"Research, development, and publication for PSA Bohol's Special Release on Men and Women for 2023",01/01/2015 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0yMzIzOTA1NzY1NzYM
BIR,"March 10, 2023",Estate Tax Payment in BIR,PENDING,BIR Estate Tax Payment,03/10/2023 - 03/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0yMDU0MTQ3ODQxODIM
PSA,"March 10, 2023",Recent Data of PH Elections 2022,PENDING,Research,03/10/2023 - 03/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0wMzE4Njg4OTg3MjcM
NAP,"March 10, 2023",Deed of absolute Sale,DENIED,Tracing of land title attachments,02/01/1968 - 12/31/1968,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5BUC02NTIwMjY5ODM0MjcM
DPWH,"March 10, 2023",Traffic Counts (AADT) in Northern Mindanao,PENDING,Architectural Thesia,03/10/2023 - 03/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNDI3NTc2NDc3NDUwDA
PNR,"March 10, 2023",Train Station Design Standards for Commuter Rails,PENDING,Architectural Thesis,03/10/2023 - 03/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUi04NTYyNjcyNDc0ODYM
CAAP,"March 10, 2023",Bukidnon Domestic Airport Type and Projected Passengers,PENDING,Architectural Thesis,03/10/2023 - 03/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNBQVAtMTU2OTQ1Njk1MTU1DA
PSA,"March 10, 2023",Number of employed veterinarians under government agencies,PENDING,Academic Research (thesis writing),01/01/2022 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0xOTgwOTkxMzI5MjEM
MMDA,"March 10, 2023",Contingency Plan of Las Pinas City,PENDING,Research,01/01/2016 - 11/21/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtMzQyMTAwNzEzMTg0DA
PSA,"March 10, 2023",Floor Plan of Las Pinas Disaster Risk Reduction Management Office,PENDING,Research,01/01/2016 - 11/21/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS02Nzk3OTI0MDIwMTIM
