agency,date,title,status,purpose,period_covered,link
PCSO,"April 25, 2023",Financial assistance,PENDING,Financial assistance for occupational and speech therapy,04/25/2023 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tMTM2OTU4MjUwOTA5DA
NCDA,"April 25, 2023",The number of Person with Disability,PENDING,For Research Purposes,04/25/2023 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU5DREEtMzYwNjM2NjMxOTM1DA
NTC,"April 25, 2023",Lost phone - Xiaomi Redmi Note 8 Pro,PENDING,To block my lost phone from being used by others. IMEI: 866685041081861,04/19/2023 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0xODAzMTgyNTU3MzMM
NTC,"April 25, 2023",Stolen Iphone,PENDING,To blocked my lost Iphone permanently,04/19/2023 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0zMzg2NDk5MTgwMzAM
DOH,"April 25, 2023",Number of BHWs in the Philippines,PENDING,Research,01/01/2018 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNDA1NzEwNDM4MjAM
NTC,"April 25, 2023",Lost stolen phone,PENDING,Lost stolen phone,04/25/2023 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy02MDk1MDg5MjYzMDkM
PNP,"April 25, 2023",Cyber Crime Investigation Courses,PENDING,To have a Knowledge in Cyber Crime Investigation to apply a height waiver,02/11/2022 - 03/23/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC00MzA1MzY2Mjg2ODgM
PNP,"April 25, 2023",How to apply for a Certificate of No Criminal Conviction from the Philippine Constabulary if a forei,PENDING,Removal of Immigration Blacklist,04/24/2023 - 04/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0xODg0NTAzODE4NTMM
BI,"April 25, 2023",Status of ICARD,PENDING,"to know the status of the application for 9G VISA, and the next step, we didn't hear any status",09/22/2022 - 03/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTk5OTgxNDU4MzE3Mgw
NTC,"April 25, 2023",Stolen Iphone,PENDING,Block lost Iphone,02/08/2020 - 04/19/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy05MTE3NTQ4MjgxMzIM
PSA,"April 25, 2023",CHANGE MY NATIONAL ID DELIVERY ADDRESS,PENDING,CHANGE MY NATIONAL ID DELIVERY ADDRESS,03/26/2022 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0xMDEzNzU0ODcwOTAM
PNP,"April 25, 2023",Certification of singleness from Commanding Officer,PENDING,Marriage,01/25/2004 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0xMzM1MTcxMDM4NzAM
PNP,"April 25, 2023",Reporting online scam (online store),PENDING,To stop the online seller from scamming more people,04/15/2023 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0yNDMxMjAyNDExNjEM
DICT,"April 25, 2023",Electronic Record Management Program for National Government,PENDING,It will serve as the basis in developing DOF's own Electronics Records Management Program.,01/01/2017 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJQ1QtNTY0MzY4OTIzNTk0DA
PSA,"April 25, 2023",Electronics enterprises no. of employees,PENDING,Thesis Purposes,02/25/2020 - 03/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0wOTMxOTU4MjU0ODIM
PEZA,"April 25, 2023",Electronics enterprises no. of employees,PENDING,Thesis Purposes,02/25/2020 - 03/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBFWkEtMTQzNjQxMDU2OTcxDA
NBI,"April 25, 2023",Scammed by amazon like,PENDING,Ma reverse ng banko yung na deposit ko at matigil na ang online scam,04/20/2023 - 04/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS01NDgwOTU5MzMyODgM
PDEA,"April 25, 2023",Pdea watchlist personnels,PENDING,Self-awareness and what TO DO and NOT TO DO.,04/21/2015 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBERUEtODg1NzQ5MjE1NDY4DA
NBI,"April 25, 2023",Jenica's Ukayan / Repeat N Restyle,PENDING,To ban the online scammers so they won't be able to scam other people- GCASH Jenica divine 093605126,04/15/2023 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0wMTQ1ODM5MDkxMzkM
LTO,"April 25, 2023",The number of registered and unregistered motorcycle in the Philippines,PENDING,Research and Development,01/01/2020 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy0wODg2NzE2MjI2OTEM
NTC,"April 25, 2023",Got scammed,PARTIALLY SUCCESSFUL,To know the whereabouts of the scammer,04/25/2023 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy02MDQ0MTcxMzM3NzQM
UsaP,"April 25, 2023",Hazard Maps in Pasig City,PENDING,Research purposes,01/01/2020 - 04/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtNjQ4MzkzMDgwOTgwDA
DOJ,"April 25, 2023",Criminal case verification,PENDING,Inquiry,04/24/2019 - 04/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSi01NzQxNjQzMjE5MTAM
DAR,"April 25, 2023",Agricultural Land Conversion For Housing Development,PENDING,Undergraduate Research,04/25/2022 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERBUi04OTA5MjU4MjA5OTgM
NTC,"April 25, 2023",Lost Phone,PARTIALLY SUCCESSFUL,Found my cellphone,03/22/2023 - 04/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy02OTQ0NzQ2OTMzOTUM
DepEd,"April 25, 2023",High School Diploma,SUCCESSFUL,Research,04/25/2001 - 04/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTI5OTY1Njk3NDM2NAw
