agency,date,title,status,purpose,period_covered,link
DOH,"October 01, 2022",Asthma Demographics,PENDING,Thesis research,01/01/2000 - 10/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xODkyODE0NzQ1ODgM
DOH,"October 01, 2022",Last name change on vaccine card,PENDING,Travel purposes,05/24/2021 - 09/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xNDM0NzE5NDgwMTgM
GCG,"October 01, 2022",ATI CPCS UCPB Savings Bank,PENDING,Update,09/01/2022 - 10/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEdDRy0wMTg4NzUyODQyNTEM
DepEd,"October 01, 2022",High school diploma,PENDING,Work permit,06/05/1997 - 06/05/1998,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTQ4OTU1NTMxODgyNAw
DSWD,"October 01, 2022",List of accredited rehabilitation centers for online sexual exploitation of minor and children,PENDING,Academic research (Thesis),01/01/2020 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNDEyMDY5OTY5ODQyDA
PSA,"October 01, 2022",The number of online sexual exploitation of minor and children victims in the philippines per region,PENDING,Academic research (architectural Thesis),01/01/2018 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS04NTc4OTYyNzgxNzUM
DOH,"October 01, 2022",Request to update my 1st dose record in vaxcert.,PENDING,REQUIREMENTS FOR SEAMANS JOB APPLICATION,09/26/2022 - 10/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xMDU1MjI3MTcyNjQM
DPWH,"October 01, 2022",The annual average daily traffic in Bacoor Cavite,PENDING,Thesis proposal,01/01/2020 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMjM3MTY3OTc5MDY3DA
DA,"October 01, 2022",Mushroom Growers in the Philippines 2010-2020,PENDING,For Capstone at National University Manila,01/01/2017 - 10/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0RBLTIxMDE1OTU3NTM0MQw
LTO,"October 01, 2022",The annual average daily traffic in Bacoor Cavite,PENDING,undergraduate study,01/01/2020 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy0wMjA5ODMzODY4ODcM
