agency,date,title,status,purpose,period_covered,link
PSA,"November 19, 2022",The adress of my national ID,PENDING,I would like to change my adress in my national ID because i got move to my province,11/19/2022 - 11/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS05NTkxNTIwNDczMjEM
DTI,"November 19, 2022",The Supply of Industrial Gases in the Philippines,PENDING,Research and Development,01/01/2018 - 11/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS03OTI2MjYzMTEzMzEM
PSA,"November 19, 2022",Total number of employees working in traditional handicrafts and souvenir shops in Panggasinan,PENDING,For Research only,01/01/2022 - 10/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS05MjE4ODY1NzY2NzQM
MGB,"November 19, 2022",LATEST LIST OF DEPUTIZED GEODETIC IN MINES AND GEOSCIENCE BUREAU IN CARAGA REGION (13),PENDING,For reference purposes only.,11/01/2022 - 11/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE1HQi0xOTQ1MzIxMjI0MDUM
NAMRIA,"November 19, 2022",Land Use and Land Cover Data (2020-2022) of Bicol RIver Basin,PENDING,Undergraduate Research Project,01/01/2020 - 11/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyJAsSB0NvbnRlbnQiF0RFTlJOQU1SSUEtNTgwOTQ3NjIwNzk4DA
DTI,"November 19, 2022",Research Paper about the residential units for rent per city/municipality in NCR ftp of 2017-2021,PENDING,Research Paper about the residential units for rent per city/municipality in NCR ftp of 2017-2021,01/01/2017 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS0xMzE3MTY2MzE4MDkM
NHA,"November 19, 2022",Research Paper about the residential units for rent per city/municipality in NCR ftp of 2017-2021,PENDING,Research Paper about the residential units for rent per city/municipality in NCR ftp of 2017-2021,01/01/2017 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5IQS0yOTcwNjk2Mjg3MzgM
PSA,"November 19, 2022",Families by Tenure Status of the Housing Unit and Lot They Occupied,PENDING,Research Paper about the residential units for rent per city/municipality in NCR ftp of 2017-2021,01/01/2017 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS00OTEzMDQxMDcyNTUM
DepEd,"November 19, 2022",Certification from College that English is the medium of instruction,PENDING,Immigration purposes,05/27/2007 - 03/15/2008,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTcwOTgxNzE3MzkzMQw
NBI,"November 19, 2022",Online Fraud,PENDING,Sue for Online Fraud,11/14/2022 - 11/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS04MDU1NjQwNjA0MDQM
BIR,"November 19, 2022",Number of Lessors in NCR who are Taxpayers from,PENDING,For my research paper,01/01/2017 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0zNjAzNTUwNzk0MjcM
JJWC,"November 19, 2022",Number of Cases for each city in Metro Manila/ Site Criteria Selection,PENDING,Thesis,01/01/2019 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtNzYzOTM5NjM4NDc3DA
LMB,"November 19, 2022","Architectural Plans of the Land Management Bureau in Binondo, Manila.",PENDING,Research and development,11/19/1900 - 11/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItNjI5NDQ3NTYxODA1DA
PHRA,"November 19, 2022",List of Retirement Villages accredited by the PRA,PENDING,Architectural Thesis,01/19/2017 - 11/19/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBIUkEtNTgxNzgyMzMyMzA0DA
ECC,"November 19, 2022",Cash Assistance for COVID-19 Positive Claimants - Minerva Hemedez,PENDING,Cash Assistance for COVID-19 Positive Claimants - Minerva Hemedez,08/30/2021 - 09/06/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEVDQy0wMjM4MDc4NjgwMTQM
OVP,"November 19, 2022",NEED HELP FOR EDUCATIONAL ASSISTANCE,PENDING,Need for my tuition 🥺,11/18/2022 - 11/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC0wNTc4OTg1NDEyMjkM
DBM,"November 19, 2022",Status of Reclassification of Approved ERF,PENDING,Personal,11/19/2022 - 11/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERCTS00MzQ3MDEzOTM0MDIM
DOH,"November 19, 2022",DOH memorandum 2021-0492-B and heterologous Covid-19 vaccines recommendation,PENDING,Data Management,03/15/2021 - 11/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02OTMwODk1NDY2MDQM
DPWH,"November 18, 2022",Flood Prone Areas in Baguio City,PENDING,Undergraduate Thesis,01/01/2010 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNTk5NDkzNDIwMjU4DA
NTC,"November 18, 2022",NTC REQUEST TO BLOCK LOST/STOLEN PHONE,PENDING,Request NTC to block lost/stolen phone,11/14/2022 - 11/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy01MzcxODUzOTMyNjkM
OCD,"November 18, 2022","Estimated Damages by Sector, Caraga Region",PENDING,"For School; MAURP, UP Mindanao",01/01/2011 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9DRC0xMDE0MDEwNzM5MjMM
OCD,"November 18, 2022","Estimated Damages by Type of Natural Disasters, Caraga Region",PENDING,"For School; MAURP, UP Mindanao",01/01/2011 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9DRC01NDI3MjA1NDg0MDYM
OCD,"November 18, 2022","Number of Occurence by Hazard Type, Caraga Region",PENDING,"For crafting of Caraga Regional Physical Framework Plan as part of our exercise in MAURP, UPMin",01/01/2011 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9DRC05ODkwNDIxMjkwOTgM
