agency,date,title,status,purpose,period_covered,link
DA,"February 04, 2023",Value Chain analysis of Lowland Rice in General Santos City,PENDING,Research/Thesis,01/01/2018 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0RBLTExMDM0MTI1MDY3OQw
OWWA,"February 04, 2023",Educational Assistance,PENDING,Request for financial assistance,02/04/2023 - 02/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU9XV0EtMzYzMzU1NTE1MTQxDA
DepEd,"February 04, 2023",Form 137,PENDING,Enlistment in the United States Military,01/01/2013 - 02/04/2013,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTM4MTE4MTgxNjQ0NAw
DPWH,"February 04, 2023",Classified Traffic Volume Count Data,PENDING,Research and Development,01/03/2018 - 02/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMTQ5NzA4Njk4OTMwDA
NTC,"February 04, 2023",TRACK LOST PHONE,PENDING,Track lost phone,02/02/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0yNjE5MjcwMzg0MTIM
DTI,"February 04, 2023",The number of small and medium businesses in the agricultural industry,PENDING,Research and Development,02/04/2023 - 02/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS0yODAzOTg0NDU5MDIM
NBI,"February 04, 2023",margareth rillo jobless suspect for murder and JobStreet blacklist scammer with PNP criminal record.,PENDING,Police Arrest Blotter Report Permanent Blacklist Order and suspension of margareth rillo,01/01/2018 - 02/02/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS02NDk0MTI5NjgxMTQM
NBI,"February 04, 2023",margareth rillo jobless suspect for murder and JobStreet blacklist scammer with PNP criminal record.,PENDING,Police Arrest Blotter Report Permanent Blacklist Order and suspension of margareth rillo,01/01/2018 - 02/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0zOTI5NjMzMjgxODkM
DOH,"February 04, 2023",Lost Vaccine Card,PENDING,Incase it is required to be shown.,03/01/2022 - 01/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03OTEyODU2OTE0MjkM
DPWH,"February 04, 2023","Borehole Log of New Washington and Batan, Aklan, Philippines",PENDING,Undergraduate Capstone Project,01/01/2019 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtOTk4NzMxMjEzNDI0DA
DPWH,"February 04, 2023","Traffic Data of New Washington and Batan, Aklan, Philippines",PENDING,Undergraduate Capstone project,01/01/2019 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMjE2NjE3NTI1MzAwDA
NTC,"February 04, 2023",Find my lost or stolen tablet,PENDING,Request for return,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy02NTY2NjQ5MjA0NDIM
DOH,"February 04, 2023",Staffing of Cancer Cancer,PENDING,For Architectural Thesis,02/04/2023 - 02/04/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02MTA1MzM1OTEzNDYM
CDA,"February 04, 2023",Agusan del Sur Cooperative List with Coop Peso Score/Rating.,PENDING,Research and Investment,01/01/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENEQS03MTQ1MzMwMDQyNDAM
DPWH,"February 04, 2023","Geotechnical Report, and Topographic and Hydrographic Data of Sorsogon and Samar",PENDING,Research and Development,02/01/2022 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtODM4MTAwOTM4NDgwDA
SSS,"February 03, 2023",Disclosure of statement,PENDING,Need a copy for my employer,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy02OTE4OTY5OTYwMjgM
NTC,"February 03, 2023",my gcash account,PENDING,to refund my gcash funds amounting of 6798 pesos,01/30/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy01NTE0NDY1MjMzNTcM
CIAP,"February 03, 2023",Case of construction accident in Valenzuela City,PENDING,Research Purpose,01/03/2023 - 01/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNJQVAtNzQwMTk1Njg4Njk5DA
BFP,"February 03, 2023",Fire Incident Statistic of year 2022,PENDING,For seminar on fire prevention,01/01/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJGUC0xMDM4ODY0MjE3NDkM
DPWH,"February 03, 2023","President Cory C. Aquino Boulevard, Camarines Norte",PENDING,THESIS for Architectural Design 10,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMTc0ODMzNzAxMTA4DA
NAMRIA,"February 03, 2023",Stream Networks,PENDING,Research,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyJAsSB0NvbnRlbnQiF0RFTlJOQU1SSUEtMzk5OTk1NTI5OTQ4DA
DepEd,"February 03, 2023",Form 137A and Form 138,PENDING,Back to studying,03/31/2009 - 03/31/2010,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTM3MjAwNTM0MjY2NAw
MMDA,"February 03, 2023","Classified Traffic Volume Count Data of Zapote, Las Piñas, Metro Manila",PENDING,Research,01/03/2019 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtNTMyNDY0ODUxMTQ4DA
DOLE,"February 03, 2023",Latest Data on Total Number of Construction Workers PER REGION,PENDING,Academic Research,01/01/2015 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtNzM0MTkyMDg3MDI1DA
DENR,"February 03, 2023","Geotechnical Analysis Report on Zapote, Las Piñas City, Metro Manila",PENDING,Research,01/01/2020 - 12/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItMTMzMDkxNjgzMTEyDA
MMDA,"February 03, 2023",Classified Traffic Volume Count Data,PENDING,Research and Development,01/03/2019 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtMDMwMDQ4NjA5Njg1DA
MMDA,"February 03, 2023",Traffic data of Mandaluyong,PENDING,Educational/Capstone Design Project,02/03/2020 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtODczMzM2OTkxODA2DA
MMDA,"February 03, 2023",Traffic data of Makati,PENDING,Educational/Capstone design project,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtNDcwMjkzNzM2NTUzDA
SSS,"February 03, 2023",SSS Number Verification,PENDING,to continue my SSS contribution,01/01/2015 - 12/31/2015,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy01MDg3MDM1MjQwNTgM
DENR,"February 03, 2023","Geotechnical Analysis Report on Molino, Bacoor City, Cavite",PENDING,Research,01/01/2020 - 12/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItMjIwMDA3OTkwNTM4DA
NTC,"February 03, 2023",TO BLOCK MY STOLEN XIAOMI 12T BLACK 8GB + 256GB,PENDING,TO BLOCK MY STOLEN XIAOMI 12T BLACK 8GB + 256GB with IMEI: 860232066424688,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy04NzE2MDg2MDAxODAM
DPWH,"February 03, 2023",Traffic Data of Makati and Mandaluyong City,PENDING,Capstone Project at De La Salle University,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNDk1MDYxOTkyNzQ5DA
NBI,"February 03, 2023",scammed by a BPI account,PENDING,Crime,12/03/2022 - 01/02/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0zMjA5MTQ5MTQ0MDgM
PSA,"February 03, 2023",Latest Data on Total Number of Construction Workers PER REGION,PENDING,Academic Research,01/01/2015 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0yNzYwMDc1MDQ0OTMM
MMDA,"February 03, 2023","AADT for Sta. Ana Brgy. 900, Manila City",PENDING,Research,01/01/2020 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtOTY5NjI1OTYxNzE4DA
DPWH,"February 03, 2023",Geotechnical Report of Pasig River,PENDING,Capstone Project at De La Salle University,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNTM4OTcyNTE5NjcwDA
DPWH,"February 03, 2023","Geotechnical Report for Namayan, Mandaluyong",PENDING,Educational/Capstone/Design Project,02/03/2018 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMTE2MTkwMzA3NzQ5DA
MMDA,"February 03, 2023","AADT and Speed Inventory for Pedro Gil Street, Barangay 879, Manila City",PENDING,Capstone Project Research,01/01/2020 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtODc1NTA2NTg4MTMxDA
DENR EMB,"February 03, 2023",Certification of the existence of Sanitary Landfill,PENDING,For reference,02/08/2021 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJFTUItMTI5NjY5MjU3NzE5DA
DPWH,"February 03, 2023","Geotechnical Analysis Report of Carmona, Makati City, Metro Manila",PENDING,Education/Capstone,01/01/2018 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNDg4ODA0OTE3OTA3DA
DepEd,"February 03, 2023",CB-EPT 2022,PENDING,Teacher's Ranking,09/05/2022 - 09/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTA3MzM0NzU1NTkxMAw
BFP,"February 03, 2023",Request for Age waiver certificates,PENDING,Application for age waiver for Fire Officer 1 at BFP,02/01/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJGUC0yOTQyOTcyMjg2NzYM
BFP,"February 03, 2023",Request for Age waiver certificates,PENDING,Application for age waiver for Fire Officer 1 at BFP,02/01/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJGUC0zODk3NDQ2MDIzNTIM
PSA,"February 03, 2023","The number of registered beverage establishment, coffee shops and milktea chains in Philippines",PENDING,Research and Development,01/01/2015 - 01/01/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0xMjI0NDEyMDkxNzAM
NTC,"February 03, 2023",Please locate unknown numbers,PENDING,Tracking purpose due to inappropriate messages,02/01/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy02NjIxMzc4NjM1NzgM
NBI,"February 03, 2023",Ask to locate unknown number,PENDING,Tracking purposes,02/01/2023 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS03MDI5NjIyNzUyOTIM
NBI,"February 03, 2023",margareth rillo jobless suspect for murder and JobStreet blacklist scammer with PNP criminal record.,PENDING,Police Arrest Blotter Report Permanent Blacklist Order and suspension of margareth rillo,01/01/2018 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS04NDkyNDY2MDA1ODQM
DSWD,"February 03, 2023",Number of VOLUNTARILY COMMITTED CHILDREN (surrendered) in NCR served by DSWD from 2016-2022,PENDING,Research Purposes (THESIS),02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNjg1OTk1MDkzNTc1DA
BJMP,"February 03, 2023",Thesis purposes,PENDING,Thesis purpose,12/01/2022 - 01/31/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJKTVAtMzIyMDc2OTE1NDMxDA
NTC,"February 03, 2023",Stolen Phone,PENDING,Cannot be use any more,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0wNDEzNDg0OTI3NTIM
NBI,"February 03, 2023",Scammer,PENDING,Research and Refund,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS01MDc5ODUzNzk4NTAM
CHED,"February 03, 2023",Higher Education Facilities Planning Manual (CHED Building Requirements for Colleges),PENDING,Research for Architectural Thesis,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtMjcwOTE5MjQyMzIyDA
NTC,"February 03, 2023",GCASH HAS YET TO REFUND MY MONEY FROM CEBU PACIFIC,PENDING,Want assistance on how do we go about my refund process as Gcash is not helping me with this.,12/06/2022 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0wMDc0NjE5MjkzMjgM
PRC,"February 03, 2023",LUPON NG MGA NARSES,PENDING,FOR EMPLOYMENT LOCAL AND ABROAD,08/07/2013 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy0wNjYzMDQyNjIwNTYM
BI,"February 03, 2023",BLO CASE OF MR. Huang He-Kai,PENDING,Remove BLO restrictions,12/01/2021 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTQ0NTE5ODc5NzcyNQw
DPWH,"February 03, 2023",Traffic Data of Streets along the Pasig River,PENDING,Capstone Design Project (De La Salle University - Manila),01/21/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNDM3NTczMzUxMDQ5DA
IC,"February 03, 2023",PRU IC Exam Result,PENDING,PRU Branch Monitoring,01/21/2023 - 01/21/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0lDLTQ1NTM4MTUyNzg4Nww
BI,"February 03, 2023",Passport arrival sticker/ stamp,PENDING,For arrival stamp,12/09/2022 - 12/10/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTcwMTE4ODcyODgzOAw
NTC,"February 03, 2023",NATIONAL TELECOMMUNICATIONS COMMISSION LIST OF VALUE-ADDED SERVICE PROVIDERS WITH VALID CERTIFICATE,PENDING,Research and Verification,01/31/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0xMjI5ODU3ODQzMDIM
DENR,"February 03, 2023",Permits Required to Travel Furniture,PENDING,For personal information,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItNDY0NTc3MTk2ODM4DA
NTC,"February 03, 2023",REQUEST TO RETRIEVE CELLPHONE,PENDING,Request to retrieve my mothers mobile number,02/03/2023 - 02/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0zMTM5MDE2NzUzMzEM
