agency,date,title,status,purpose,period_covered,link
GSIS,"April 22, 2023",Request for BP number,PENDING,Loan,08/07/2021 - 04/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUdTSVMtNjI2NzE3NzQ0OTQwDA
NTC,"April 22, 2023",Blocking of simcard number,PENDING,not to use my personal informations by the snatcher,04/01/2023 - 04/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy00ODkyNTY4MzA3MDMM
DOTr,"April 22, 2023",Statistics of Women and Men commuters in the National Capital Region,PENDING,"Research and Development, Advocacy Plan Construction",04/22/2019 - 04/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPVHItNjY4Mzk5NjIzMTcyDA
PSA,"April 22, 2023",Statistics of Women and Men commuters in the National Capital Region,PENDING,"Research and Development, Advocacy Plan Construction",04/22/2019 - 04/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS04NTI2NjEzMTIxMjIM
PNP,"April 22, 2023","The number of recorded cases of Hacking Incident in Kayapa, Nueva Vizcaya",PENDING,for reference,01/01/2021 - 04/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC00ODUwNjE2MTczNjcM
LTO,"April 22, 2023",Driving history for application for foreign drivers license,PENDING,Application for foreign driver’s license,01/31/2011 - 10/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy05OTMwMDMwNjU4NjgM
NBI,"April 22, 2023",margareth rillo family convicted serial killer involve in spiritual witchcraft occultism in PH.,PENDING,PNP Blotter Report for suspect margareth rillo employment banned permanent death in PH.,01/01/2017 - 04/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS05MDgyODY4NjkyMDgM
NBI,"April 22, 2023",margareth rillo convicted permanently banned real-time blacklist in PH companies for sextortion.,PENDING,PNP Blotter Report for suspect margareth rillo employment banned permanent death in PH.,01/01/2017 - 04/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS03ODA0Nzg0MjI3NjAM
DOLE,"April 22, 2023",Company Filed for Notice of Retrenchment to DOLE,PENDING,Application for Unemployment Benefit in SSS,03/30/2023 - 04/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtNTk3MzY3NjcwNzgyDA
NBI,"April 22, 2023",margareth rillo family convicted serial killer involve in spiritual witchcraft occultism in PH.,PENDING,PNP Blotter Report for suspect margareth rillo employment banned permanent death in PH.,01/01/2017 - 04/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS05Mzk2MzY1OTU0NTkM
