agency,date,title,status,purpose,period_covered,link
BI,"February 10, 2023",BLO LIFTING OF MR. ZHI DONGKE,PENDING,TO SECURE 9G WORK VISA,12/22/2022 - 01/23/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTQ0NzE4NjE2MDY3Nww
BI,"February 10, 2023",BLO LIFTING OF ZHANG MENG MENG,PENDING,TOSECURE 9G WORK VISA AND STAY LEGALLY IN THE PHILIPPINES,10/10/2022 - 02/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTg4MjU5MDkxMjA2Nww
DFA,"February 10, 2023",The number of Filipino who have died abroad due to maltreatment,PENDING,Academic Research,06/30/2016 - 02/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERGQS0xNzc3ODgzOTg3OTgM
DOF,"February 10, 2023",Statistics related to Commission on Audit,PENDING,Academic Research,06/30/2016 - 02/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPRi0yMDM5OTc1MTAwNzMM
NCIP,"February 10, 2023",List of Tribes in Visayas,PENDING,Academic reports,02/10/1980 - 02/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU5DSVAtNzA1NDY2NTcwMTk0DA
DepEd,"February 10, 2023",Transcript of records,PENDING,Personal copies,02/09/2003 - 03/30/2007,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTUyMjI4NzE5Mzc2OAw
DENR,"February 10, 2023","Monthly Groundwater Consumption of Calumpit, Bulacan from 2019 to 2022",PENDING,Thesis,01/01/2019 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItMzY1Nzc1MzYxODcwDA
DOH,"February 10, 2023",Administrative Order No. 63 “Industrial Hygiene Code”,PENDING,School report,01/01/1961 - 12/30/1961,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03NDc2NTMyODc0OTYM
NBI,"February 10, 2023",Anti fraud,PENDING,To report scammer,02/10/2023 - 02/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS01OTEzODE4MzY0ODkM
DepEd,"February 10, 2023",Number of SpEd students enrolled in public elementary schools of Caloocan City A.Y 2022-2023,ACCEPTED,News Article for School Publication,11/02/2022 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTIxNTA2NjU0OTQwOQw
DOJ,"February 10, 2023",Illegal possesion of firearms,PENDING,For protection of our community,02/09/2023 - 02/09/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSi02MTAzMDI0NzM0MDYM
DOST-ASTI,"February 10, 2023",Daily solar radiation data from 2010-2020 in Cagayan River Basin,PENDING,Master's Thesis,01/01/2010 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUFTVEktOTQ5OTI1NDk3ODY1DA
PSA,"February 10, 2023",PhilID Card / National ID,PENDING,Update my home address for National ID,10/15/2022 - 02/09/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS00NzUyMjg3MTM2MjQM
PSA,"February 10, 2023",Crime Statistics/ Dataset,PENDING,Research and education,01/01/2001 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS02MzA2ODM5MDg3NTcM
NBI,"February 10, 2023",Blackmailing with my scandalous video,PENDING,Cybersafety,02/09/2023 - 02/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0xMjQ5MDc0Mzg2MzkM
DepEd,"February 10, 2023",The number of Computer Laboratory in the Philippines by Provinces.,AWAITING CLARIFICATION,Research and Development,01/01/2010 - 12/30/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTc2NTIxOTQ1MzM5NQw
JJWC,"February 10, 2023",CAR AND CICL PER REGION,PENDING,Thesis,01/01/2017 - 12/31/2019,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtODY0OTQ1MzczNTA4DA
NEDA,"February 10, 2023",Implementing Rules and Regulations of RA 11659,PENDING,"Research about gaps of RCEP commitments and Philippine regulations, particularly on investments",06/22/2022 - 02/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU5FREEtNjA1ODA5Mzg5MDcxDA
