agency,date,title,status,purpose,period_covered,link
NTC,"March 06, 2022",VAS Requirement Sample/Explanation for WISP,PENDING,Wireless Internet Business,03/06/2022 - 03/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0xODIyNTk4MTIzODQM
IC,"March 06, 2022",insurance Commission Licensure Exam Result,PENDING,To know the result of my examination,02/18/2022 - 02/18/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0lDLTAyMTU3ODQ0MTI2OQw
PAGASA,"March 06, 2022",Volume of rainfall in Metro Manila,PENDING,Design of experiment,01/01/2012 - 03/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS0wOTg5OTQ1NjQ2OTIM
DOH,"March 06, 2022",VACCINATION CERTIFICATE,PENDING,FOR TRAVEL ABROAD REQUIREMENTS,03/06/2022 - 03/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01NDI0NzQ0NjcxNjMM
PSA,"March 06, 2022",The number of employes auditors in Makati,PENDING,Research,01/01/2021 - 03/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS02NzQwMjIwNzE3MzIM
CIAP,"March 06, 2022",Number of construction projects in Cavite,PENDING,Research,01/01/2020 - 02/28/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNJQVAtMTQzMjkwMjgzODcwDA
DOH,"March 06, 2022",Vaxcert booster,PENDING,OFW vaxcert,03/01/2022 - 03/04/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05MjMzMDk4MjYxMzYM
DOH,"March 06, 2022",Number of vaccinated individuals in Metro Cebu & Cebu province by category as of March,PENDING,For our thesis and research in our school,03/01/2021 - 03/05/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xMjY4Mjg4MTkzOTgM
DOE,"March 06, 2022",Latest NREP report,PENDING,Research current status of hydropower.,01/01/2020 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPRS01MDQ3NDQ4NTk3NTMM
ECC,"March 05, 2022",ECC Cheque Release ( 5 months wala pa rin),PENDING,Follow up cash assistance release ( 5 months of waiting),10/05/2021 - 03/05/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEVDQy01NjE1Mjc4NTM1NzMM
DOH,"March 05, 2022",Covid booster update in vaxcertph,PENDING,Travel Purposes,02/03/2022 - 03/03/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01NDk0MjM5NTkxMjMM
LTO,"March 05, 2022",Number of Road Accidents per Barangay in Legazpi City,PENDING,Research,01/01/2020 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy00NzU4NzQ5NTk1NDYM
DENR,"March 05, 2022",Endangered Plants in Mindanao,PENDING,School Project/Research,03/05/1922 - 03/05/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItMTg0MDM4MDQ4Mzk4DA
BJMP,"March 05, 2022",The number of prisoners from each barangay in Legazpi City,PENDING,Research,01/01/2020 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJKTVAtMDc2NjMyNzgxNzQyDA
DSWD,"March 05, 2022",Medical/financial assistance for my 82 y/o mother,PENDING,Financial/medical assistance for my 82 y/o mother who was a covid patient,03/05/2022 - 03/05/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNDc3NjYwNTkyNDAyDA
DOH,"March 05, 2022",Deeds of donations from Pharma companies to LGUs,PENDING,Research,02/01/2022 - 03/05/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01MTUzNDMwNjM3NDEM
DOH,"March 05, 2022",Leading Causes of Mortality and Morbidity Rate,PENDING,College Project in Community and Public Health for Medical Laboratory Science,01/01/2011 - 01/01/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01ODY4NDY0Mjg1NzgM
PSA,"March 05, 2022",Average Financial Ratios of Food and Beverage in the Philippines,PENDING,Research and Development,12/31/2016 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0yNTAwMjIyMTc0MjEM
DOH,"March 05, 2022",Vaccination Certificate,PENDING,Travel,06/16/2021 - 07/14/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yOTA0MjY3NjU1MTIM
DOH,"March 05, 2022",Basis of IATF Resolution 148B,PENDING,Research,12/31/2021 - 03/04/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03ODg2MzczNDMwNjYM
DOH,"March 05, 2022",Basis for IATF Resolution 148-B,PENDING,Legal Case,11/01/2021 - 01/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01OTQ4OTIxNDEwMDYM
DOH,"March 05, 2022",Vaxcert record,PENDING,Travel purposes,07/31/2021 - 08/28/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02NTEwOTE2NzQzNTYM
NTC,"March 05, 2022",Stolen Phone,PENDING,Stolen Phone block using IMEI,03/02/2022 - 03/05/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0xNTcyMzk3MTEzMzQM
DOH,"March 05, 2022",Vaccine certificate,PENDING,Travel. (Urgent),03/02/2022 - 03/05/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xOTgxNjAwMzE4MTMM
OSG,"March 05, 2022",Certificate of finality of annullment,PENDING,To know the final decision of the annullment that I filed,08/19/2019 - 12/06/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9TRy0wNTQ3ODgxNTYwNjEM
DOH,"March 05, 2022",Adolescent Idiopathic Scoliosis T5- T12,PENDING,need my son operate plssss,02/28/2022 - 03/05/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yMTE5NzYxMjc4MjQM
